"matchid_playerid","playerid","matchid","matchDate","matchSetting1Label","matchSetting3Label","competitionLabel","competition","timeUncertaintyLabel","timeUncertainty","supportLabel","support","nRound","nConnected","settingsNum","date.time","competitive.level","replay","port","testID","consumableKey","votationType","organizationalStructure","toleranceLabel","tolerance","Q1_1","Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Q9_1","Q10_1","Q11_1","Q12_1","Q13_1","Q14_1","Q15_1","Q16_1","Q17_1","Q18_1","ToA_Calculated","Q1_2","Q2_2","Q3_2","Q4_2","Q5_2","Q6_2","Q7_2","Q8_2","Q9_2","Q10_2"
"10565-24f59281-5eb1-4a45-bd4a-88278aaba0f8","24f59281-5eb1-4a45-bd4a-88278aaba0f8",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565-34b615c1-45d1-4408-88cc-3b324a0f639e","34b615c1-45d1-4408-88cc-3b324a0f639e",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565-40f4aa13-0243-4d30-8841-1cd7a6df2e20","40f4aa13-0243-4d30-8841-1cd7a6df2e20",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565-46b960a9-1885-4578-bd0c-d98a897cef32","46b960a9-1885-4578-bd0c-d98a897cef32",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565-68efbeac-7722-48f9-9091-a4a5956865a9","68efbeac-7722-48f9-9091-a4a5956865a9",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565-83c2a7bf-eb92-4223-ba02-88f255995f72","83c2a7bf-eb92-4223-ba02-88f255995f72",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10565-a735dba6-d0d3-4389-870f-f6748c4acb32","a735dba6-d0d3-4389-870f-f6748c4acb32",10565,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 22:38:07",1,"False",7462,523874,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-27bfb5e9-4e3a-460b-a6f4-8ad13a457be4","27bfb5e9-4e3a-460b-a6f4-8ad13a457be4",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,2,2,2,2,2,2,2,2,2,2,2,2,20,0,0,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-393e9163-5d14-4ea3-bd12-972acbff01cc","393e9163-5d14-4ea3-bd12-972acbff01cc",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-54f01a04-243b-4c12-8f2a-9f4ea9541920","54f01a04-243b-4c12-8f2a-9f4ea9541920",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-8a5499cb-f03e-446a-9843-275ade6a3f29","8a5499cb-f03e-446a-9843-275ade6a3f29",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-e17fc0b3-3b51-45ab-a9f0-25b78e2772bc","e17fc0b3-3b51-45ab-a9f0-25b78e2772bc",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-f21aff43-1a14-4b0b-9836-d5f409d744e0","f21aff43-1a14-4b0b-9836-d5f409d744e0",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10566-ff342ad4-561d-43cb-b886-67e4eb5ca848","ff342ad4-561d-43cb-b886-67e4eb5ca848",10566,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"HighStatus_HighLegitimacy",0,13,7,93,"2020-03-01 11:15:51",1,"False",7463,523607,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-47c5df52-703e-4ae1-929b-b4a14556f390","47c5df52-703e-4ae1-929b-b4a14556f390",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-4f8ca74c-2517-4f21-beb0-28d611909ee5","4f8ca74c-2517-4f21-beb0-28d611909ee5",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-4fb6670e-bdcc-4ff5-95b1-802b035d5ac1","4fb6670e-bdcc-4ff5-95b1-802b035d5ac1",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-8a8853c1-446b-427a-932b-b7753cd7826b","8a8853c1-446b-427a-932b-b7753cd7826b",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-bb85c6dd-fe38-481c-9b81-e107f0956d48","bb85c6dd-fe38-481c-9b81-e107f0956d48",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-f206c99b-9045-450f-809a-931ae7254270","f206c99b-9045-450f-809a-931ae7254270",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570-f20925a2-a786-4245-9f8e-1dece3b82f46","f20925a2-a786-4245-9f8e-1dece3b82f46",10570,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 21:04:52",1,"False",7467,523825,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-027cd6ac-8b5f-45da-a06a-a1a4bde820e9","027cd6ac-8b5f-45da-a06a-a1a4bde820e9",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-111724f9-6962-4176-863b-bdae48f02459","111724f9-6962-4176-863b-bdae48f02459",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-522e4b61-617e-4439-937a-4edf41c5e0e2","522e4b61-617e-4439-937a-4edf41c5e0e2",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-62b70d05-8ac1-45be-9559-4f32f10c039e","62b70d05-8ac1-45be-9559-4f32f10c039e",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-906ba4ea-ee38-4861-b411-1fd0577cc3c6","906ba4ea-ee38-4861-b411-1fd0577cc3c6",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-f448b3b4-01e6-4f39-9b5f-1028036a770f","f448b3b4-01e6-4f39-9b5f-1028036a770f",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572-fea3d39c-db9d-4ad9-a7a0-c6e3f0f5154c","fea3d39c-db9d-4ad9-a7a0-c6e3f0f5154c",10572,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,94,"2020-03-01 10:49:54",1,"False",7469,523596,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-15132911-410d-4995-86e6-c732ceaffd2f","15132911-410d-4995-86e6-c732ceaffd2f",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-1fd681dd-26d2-4c24-8233-d984459b97c6","1fd681dd-26d2-4c24-8233-d984459b97c6",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-24f4bfd0-fefc-47ba-8f57-cde361006041","24f4bfd0-fefc-47ba-8f57-cde361006041",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-491cad91-26fb-49c8-b036-feb6a6db9dcf","491cad91-26fb-49c8-b036-feb6a6db9dcf",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-76b6cdf5-fa50-4025-8a69-99e11eeef58d","76b6cdf5-fa50-4025-8a69-99e11eeef58d",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-9f2c61b0-f37d-409b-9d68-5e3ab63f6cf0","9f2c61b0-f37d-409b-9d68-5e3ab63f6cf0",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574-da4a83e8-173f-47d1-bfa8-1d376dcbefd4","da4a83e8-173f-47d1-bfa8-1d376dcbefd4",10574,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,95,"2020-03-01 16:38:06",1,"False",7471,523715,"prod_high_1_firsttime",NA,"Cellular","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-1268a0e7-65ed-4201-99cc-459b7b684264","1268a0e7-65ed-4201-99cc-459b7b684264",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-1fec7dc3-e920-4a84-bd3f-fc07405b6aae","1fec7dc3-e920-4a84-bd3f-fc07405b6aae",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-4e723cf2-100c-4966-a8a8-74ea444af34c","4e723cf2-100c-4966-a8a8-74ea444af34c",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-52c5b3ff-4c31-40db-aeb0-318d81140361","52c5b3ff-4c31-40db-aeb0-318d81140361",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,1,4,4,1,3,4,4,4,3,3,3,1,30,0,4,1,1,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-8a8638ee-5106-420d-be63-ab9a91e0d6b3","8a8638ee-5106-420d-be63-ab9a91e0d6b3",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-9b5c16ab-4219-49d4-868e-5c51d9adc146","9b5c16ab-4219-49d4-868e-5c51d9adc146",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580-da68b00c-1c4d-4da8-8be8-ae9c7d78dbb1","da68b00c-1c4d-4da8-8be8-ae9c7d78dbb1",10580,2020-03-01,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,13,7,96,"2020-03-01 04:40:14",1,"False",7477,523420,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,3,1,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-02ba747c-ed38-4448-9d37-a76eb2295c5d","02ba747c-ed38-4448-9d37-a76eb2295c5d",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-22ab2c39-9ebf-4365-ac8f-654928a0d10a","22ab2c39-9ebf-4365-ac8f-654928a0d10a",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-5d129cdd-d45d-4c18-91a5-f8875eef4df3","5d129cdd-d45d-4c18-91a5-f8875eef4df3",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,2,4,4,2,2,4,4,4,3,2,1,1,19,0,2,1,0,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-6d5d67c4-7526-477c-a5e2-069664ca6472","6d5d67c4-7526-477c-a5e2-069664ca6472",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-85112dd5-1259-4764-b440-2e5cafc0226c","85112dd5-1259-4764-b440-2e5cafc0226c",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-d0e63ff9-afb7-4f5c-ad79-7b0d9eb160a9","d0e63ff9-afb7-4f5c-ad79-7b0d9eb160a9",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581-e2bc7693-0132-4011-9946-045f5d081b57","e2bc7693-0132-4011-9946-045f5d081b57",10581,2020-03-02,"6","HighToleranceHighTransformational","Strong",3,"False",0,"LowStatus_HighLegitimacy",1,6,7,96,"2020-03-02 08:50:28",1,"False",7478,524136,"prod_high_1_firsttime",NA,"Network","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10605-24cd4962-085b-4725-b34b-b2e4ca5845d9","24cd4962-085b-4725-b34b-b2e4ca5845d9",10605,2020-03-02,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,9,7,17,"2020-03-02 13:23:16",1,"False",7082,524269,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,0,0,1,1,2,2,3,3,4,4,3,3,22,0,0,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10605-487dbe38-d742-4b1d-83ed-09cc10ff71b6","487dbe38-d742-4b1d-83ed-09cc10ff71b6",10605,2020-03-02,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,9,7,17,"2020-03-02 13:23:16",1,"False",7082,524269,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,3,2,3,4,3,3,3,2,3,2,3,4,28,1,4,1,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10605-525000d9-7de7-4aad-bd48-12b4528969d8","525000d9-7de7-4aad-bd48-12b4528969d8",10605,2020-03-02,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,9,7,17,"2020-03-02 13:23:16",1,"False",7082,524269,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
