Group.1,settingsNum,roundid,matchid,matchDate,competition,timeUncertainty,support,nRound,nConnected,chat_per_round,tools,innovation,inmot1,inmot2,tolerance,framing,round,group,pressure,toolsCPT,toolsEUT,toolsPT,toolsCPTEXP,risk,prb,structureHie,structureCel,structureNet,centralization,leaderWeight,compStrong,complexity,density,playernum,grmot1,grmot2,conformity,nPlayers,unanimity,unanimous
1418601,55,1418601,14186,18481,0,0,0,13,7,2,2,0,0.428571429,0.285714286,1,0,1,14186,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,650.5714286,0.428571429,0.285714286,0.285714286,7,0.857142857,0
1418602,55,1418602,14186,18481,0,0,0,13,7,2,10,NA,NaN,NaN,1,2,2,14186,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,650.5714286,NA,NA,NA,7,0.857142857,NA
1418603,55,1418603,14186,18481,0,0,0,13,7,2,3,-1,0.428571429,0,1,1,3,14186,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.380952381,650.5714286,0.428571429,0,0.428571429,7,0.857142857,0
1418604,55,1418604,14186,18481,0,0,0,13,7,1,12,NA,NaN,NaN,1,0,4,14186,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,650.5714286,NA,NA,NA,7,0.857142857,NA
1418605,55,1418605,14186,18481,0,0,0,13,7,1,4,-1,0,0,1,1,5,14186,2,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.428571429,650.5714286,0,0,0,7,0.857142857,0
1418606,55,1418606,14186,18481,0,0,0,13,7,1,1,-1,0.428571429,0.428571429,1,2,6,14186,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,650.5714286,0.428571429,0.428571429,0,7,0.857142857,0
1418607,55,1418607,14186,18481,0,0,0,13,7,2,9,NA,NaN,NaN,1,0,7,14186,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,650.5714286,NA,NA,NA,7,0.857142857,NA
1418608,55,1418608,14186,18481,0,0,0,13,7,1,1,-1,0.571428571,0.142857143,1,2,8,14186,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,650.5714286,0.571428571,0.142857143,0,7,0.857142857,0
1418609,55,1418609,14186,18481,0,0,0,13,7,1,11,NA,NaN,NaN,1,1,9,14186,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,650.5714286,NA,NA,NA,7,0.857142857,NA
1418610,55,1418610,14186,18481,0,0,0,13,7,0,5,-1,0.285714286,0,1,1,10,14186,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,650.5714286,0.285714286,0,0.285714286,7,0.857142857,0
1418611,55,1418611,14186,18481,0,0,0,13,7,0,7,0,0.142857143,0.142857143,1,2,11,14186,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,650.5714286,0.142857143,0.142857143,0,7,0.857142857,0
1418612,55,1418612,14186,18481,0,0,0,13,7,0,6,-1,0.428571429,0.142857143,1,2,12,14186,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.380952381,650.5714286,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1418613,55,1418613,14186,18481,0,0,0,13,7,1,8,0,0.142857143,0.142857143,1,1,13,14186,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.380952381,650.5714286,0.142857143,0.142857143,0,7,0.857142857,0
1418701,55,1418701,14187,18482,0,0,0,13,8,0,4,0,0.75,0.375,1,0,1,14187,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.380952381,740.125,0.75,0.375,0,8,0.875,0
1418702,55,1418702,14187,18482,0,0,0,13,8,0,11,NA,NaN,NaN,1,2,2,14187,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,740.125,NA,NA,NA,8,0.875,NA
1418703,55,1418703,14187,18482,0,0,0,13,8,0,10,NA,NaN,NaN,1,1,3,14187,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,740.125,NA,NA,NA,8,0.875,NA
1418704,55,1418704,14187,18482,0,0,0,13,8,0,1,-1,0,0.125,1,0,4,14187,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,740.125,0,0.125,0,8,0.875,0
1418705,55,1418705,14187,18482,0,0,0,13,8,1,9,NA,NaN,NaN,1,1,5,14187,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,740.125,NA,NA,NA,8,0.875,NA
1418706,55,1418706,14187,18482,0,0,0,13,8,0,12,NA,NaN,NaN,1,2,6,14187,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,740.125,NA,NA,NA,8,0.875,NA
1418707,55,1418707,14187,18482,0,0,0,13,8,0,1,-1,0.375,0.125,1,0,7,14187,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,740.125,0.375,0.125,0.375,8,0.875,0
1418708,55,1418708,14187,18482,0,0,0,13,8,0,2,-1,0.125,0.125,1,2,8,14187,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,740.125,0.125,0.125,0,8,0.875,0
1418709,55,1418709,14187,18482,0,0,0,13,8,1,3,-1,0,0,1,1,9,14187,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.238095238,740.125,0,0,0,8,0.875,0
1418710,55,1418710,14187,18482,0,0,0,13,8,0,5,-1,0.5,0,1,1,10,14187,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,740.125,0.5,0,0,8,0.875,0
1418711,55,1418711,14187,18482,0,0,0,13,8,0,7,-1,0,0.125,1,2,11,14187,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,740.125,0,0.125,0,8,0.875,0
1418712,55,1418712,14187,18482,0,0,0,13,8,0,6,-1,0,0.125,1,2,12,14187,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.380952381,740.125,0,0.125,0,8,0.875,0
1418713,55,1418713,14187,18482,0,0,0,13,8,0,8,0,0.375,0.375,1,1,13,14187,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.380952381,740.125,0.375,0.375,0.125,8,0.875,0
1418801,55,1418801,14188,18482,0,0,0,6,7,11,1,-1,0.285714286,0.285714286,1,0,1,14188,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,818.5714286,0.285714286,0.285714286,0.285714286,7,0.857142857,0
1418802,55,1418802,14188,18482,0,0,0,6,7,3,2,0,0.857142857,0.714285714,1,2,2,14188,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.380952381,818.5714286,0.857142857,0.714285714,0,7,0.857142857,1
1418803,55,1418803,14188,18482,0,0,0,6,7,5,10,NA,NaN,NaN,1,1,3,14188,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,818.5714286,NA,NA,NA,7,0.857142857,NA
1418804,55,1418804,14188,18482,0,0,0,6,7,1,1,-1,0.428571429,0,1,0,4,14188,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,818.5714286,0.428571429,0,0.428571429,7,0.857142857,0
1418805,55,1418805,14188,18482,0,0,0,6,7,1,12,NA,NaN,NaN,1,1,5,14188,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,818.5714286,NA,NA,NA,7,0.857142857,NA
1418806,55,1418806,14188,18482,0,0,0,6,7,0,9,NA,NaN,NaN,1,2,6,14188,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,818.5714286,NA,NA,NA,7,0.857142857,NA
1418901,55,1418901,14189,18481,0,0,0,13,7,2,9,NA,NaN,NaN,1,0,1,14189,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,1068.142857,NA,NA,NA,7,0.857142857,NA
1418902,55,1418902,14189,18481,0,0,0,13,7,1,3,-1,0.142857143,0,1,2,2,14189,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.380952381,1068.142857,0.142857143,0,0.142857143,7,0.857142857,0
1418903,55,1418903,14189,18481,0,0,0,13,7,1,11,NA,NaN,NaN,1,1,3,14189,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.380952381,1068.142857,NA,NA,NA,7,0.857142857,NA
1418904,55,1418904,14189,18481,0,0,0,13,7,0,10,NA,NaN,NaN,1,0,4,14189,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,1068.142857,NA,NA,NA,7,0.857142857,NA
1418905,55,1418905,14189,18481,0,0,0,13,7,0,12,NA,NaN,NaN,1,1,5,14189,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,1068.142857,NA,NA,NA,7,0.857142857,NA
1418906,55,1418906,14189,18481,0,0,0,13,7,0,1,-1,0,0,1,2,6,14189,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,1068.142857,0,0,0,7,0.857142857,0
1418907,55,1418907,14189,18481,0,0,0,13,7,0,1,-1,0,0,1,0,7,14189,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,1068.142857,0,0,0,7,0.857142857,0
1418908,55,1418908,14189,18481,0,0,0,13,7,0,2,-1,0,0.142857143,1,2,8,14189,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,1068.142857,0,0.142857143,0,7,0.857142857,0
1418909,55,1418909,14189,18481,0,0,0,13,7,0,1,-1,0,0,1,1,9,14189,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.238095238,1068.142857,0,0,0,7,0.857142857,0
1418910,55,1418910,14189,18481,0,0,0,13,7,0,5,0,0.142857143,0,1,1,10,14189,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,1068.142857,0.142857143,0,0.142857143,7,0.857142857,0
1418911,55,1418911,14189,18481,0,0,0,13,7,0,7,-1,0.428571429,0,1,2,11,14189,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,1068.142857,0.428571429,0,0.428571429,7,0.857142857,0
1418912,55,1418912,14189,18481,0,0,0,13,7,0,6,-1,0.142857143,0.142857143,1,2,12,14189,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.380952381,1068.142857,0.142857143,0.142857143,0.142857143,7,0.857142857,0
1418913,55,1418913,14189,18481,0,0,0,13,7,0,8,0,0.571428571,0.428571429,1,1,13,14189,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.380952381,1068.142857,0.571428571,0.428571429,0,7,0.857142857,0
1419001,56,1419001,14190,18482,0,0,0,13,7,3,1,-1,0.142857143,0,1,0,1,14190,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,648.7142857,0.142857143,0,0.142857143,7,0.857142857,0
1419002,56,1419002,14190,18482,0,0,0,13,7,3,2,0,0.285714286,0.285714286,1,1,2,14190,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,648.7142857,0.285714286,0.285714286,0.142857143,7,0.857142857,0
1419003,56,1419003,14190,18482,0,0,0,13,7,5,1,-1,0.285714286,0.142857143,1,2,3,14190,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,648.7142857,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1419004,56,1419004,14190,18482,0,0,0,13,7,1,4,0,0.714285714,0.428571429,1,0,4,14190,2,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.142857143,648.7142857,0.714285714,0.428571429,0,7,0.857142857,0
1419005,56,1419005,14190,18482,0,0,0,13,7,2,10,NA,NaN,NaN,1,2,5,14190,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.142857143,648.7142857,NA,NA,NA,7,0.857142857,NA
1419006,56,1419006,14190,18482,0,0,0,13,7,2,3,-1,0.142857143,0.142857143,1,1,6,14190,2,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.142857143,648.7142857,0.142857143,0.142857143,0,7,0.857142857,0
1419007,56,1419007,14190,18482,0,0,0,13,7,2,1,-1,0,0,1,0,7,14190,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.095238095,648.7142857,0,0,0,7,0.857142857,0
1419008,56,1419008,14190,18482,0,0,0,13,7,3,11,NA,NaN,NaN,1,1,8,14190,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,648.7142857,NA,NA,NA,7,0.857142857,NA
1419009,56,1419009,14190,18482,0,0,0,13,7,2,12,NA,NaN,NaN,1,2,9,14190,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,648.7142857,NA,NA,NA,7,0.857142857,NA
1419010,56,1419010,14190,18482,0,0,0,13,7,0,5,-1,0,0,1,1,10,14190,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.238095238,648.7142857,0,0,0,7,0.857142857,0
1419011,56,1419011,14190,18482,0,0,0,13,7,1,7,0,0.285714286,0.142857143,1,2,11,14190,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.238095238,648.7142857,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1419012,56,1419012,14190,18482,0,0,0,13,7,0,6,-1,0,0,1,1,12,14190,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.285714286,648.7142857,0,0,0,7,0.857142857,0
1419013,56,1419013,14190,18482,0,0,0,13,7,2,8,0,0.285714286,0.142857143,1,1,13,14190,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.285714286,648.7142857,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1419201,56,1419201,14192,18482,0,0,0,13,7,3,3,-1,0.142857143,0.142857143,1,0,1,14192,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.19047619,923.2857143,0.142857143,0.142857143,0.142857143,7,0.857142857,0
1419202,56,1419202,14192,18482,0,0,0,13,7,4,1,-1,0.142857143,0,1,1,2,14192,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,923.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1419203,56,1419203,14192,18482,0,0,0,13,7,1,4,-1,0.142857143,0,1,2,3,14192,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.19047619,923.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1419204,56,1419204,14192,18482,0,0,0,13,7,1,1,-1,0,0,1,0,4,14192,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.142857143,923.2857143,0,0,0,7,0.857142857,0
1419205,56,1419205,14192,18482,0,0,0,13,7,0,2,-1,0,0,1,2,5,14192,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.142857143,923.2857143,0,0,0,7,0.857142857,0
1419206,56,1419206,14192,18482,0,0,0,13,7,0,12,NA,NaN,NaN,1,1,6,14192,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.142857143,923.2857143,NA,NA,NA,7,0.857142857,NA
1419207,56,1419207,14192,18482,0,0,0,13,7,0,10,NA,NaN,NaN,1,0,7,14192,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,923.2857143,NA,NA,NA,7,0.857142857,NA
1419208,56,1419208,14192,18482,0,0,0,13,7,0,11,NA,NaN,NaN,1,1,8,14192,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,923.2857143,NA,NA,NA,7,0.857142857,NA
1419209,56,1419209,14192,18482,0,0,0,13,7,0,9,NA,NaN,NaN,1,2,9,14192,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,923.2857143,NA,NA,NA,7,0.857142857,NA
1419210,56,1419210,14192,18482,0,0,0,13,7,0,5,-1,0,0,1,1,10,14192,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.238095238,923.2857143,0,0,0,7,0.857142857,0
1419211,56,1419211,14192,18482,0,0,0,13,7,0,7,-1,0,0,1,2,11,14192,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.238095238,923.2857143,0,0,0,7,0.857142857,0
1419212,56,1419212,14192,18482,0,0,0,13,7,0,6,-1,0,0,1,1,12,14192,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.285714286,923.2857143,0,0,0,7,0.857142857,0
1419213,56,1419213,14192,18482,0,0,0,13,7,0,8,0,0.285714286,0,1,1,13,14192,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.285714286,923.2857143,0.285714286,0,0.285714286,7,0.857142857,0
1419601,58,1419601,14196,18481,0,0,1,11,7,2,4,-1,0.285714286,0.428571429,1,0,1,14196,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.19047619,497.2857143,0.285714286,0.428571429,0,7,0.857142857,0
1419602,58,1419602,14196,18481,0,0,1,11,7,4,12,NA,NaN,NaN,1,1,2,14196,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.19047619,497.2857143,NA,NA,NA,7,0.857142857,NA
1419603,58,1419603,14196,18481,0,0,1,11,7,4,1,-1,0.285714286,0.428571429,1,2,3,14196,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.19047619,497.2857143,0.285714286,0.428571429,0.142857143,7,0.857142857,0
1419604,58,1419604,14196,18481,0,0,1,11,7,2,11,NA,NaN,NaN,1,0,4,14196,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.571428571,497.2857143,NA,NA,NA,7,0.857142857,NA
1419605,58,1419605,14196,18481,0,0,1,11,7,3,10,NA,NaN,NaN,1,2,5,14196,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.571428571,497.2857143,NA,NA,NA,7,0.857142857,NA
1419606,58,1419606,14196,18481,0,0,1,11,7,2,3,-1,0.285714286,0.142857143,1,1,6,14196,2,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.571428571,497.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1419607,58,1419607,14196,18481,0,0,1,11,7,2,2,-1,0.142857143,0.142857143,1,0,7,14196,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,497.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1419608,58,1419608,14196,18481,0,0,1,11,7,5,9,NA,NaN,NaN,1,1,8,14196,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.285714286,497.2857143,NA,NA,NA,7,0.857142857,NA
1419609,58,1419609,14196,18481,0,0,1,11,7,3,1,-1,0.142857143,0.142857143,1,2,9,14196,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,497.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1419610,58,1419610,14196,18481,0,0,1,11,7,0,5,-1,0.142857143,0.142857143,1,1,10,14196,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.285714286,497.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1419611,58,1419611,14196,18481,0,0,1,11,7,0,7,-1,0.142857143,0,1,2,11,14196,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.285714286,497.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1419701,58,1419701,14197,18482,0,0,1,13,7,6,10,NA,NaN,NaN,1,0,1,14197,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.19047619,487.7142857,NA,NA,NA,7,0.857142857,NA
1419702,58,1419702,14197,18482,0,0,1,13,7,3,1,-1,0,0,1,1,2,14197,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.19047619,487.7142857,0,0,0,7,0.857142857,0
1419703,58,1419703,14197,18482,0,0,1,13,7,2,12,NA,NaN,NaN,1,2,3,14197,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.19047619,487.7142857,NA,NA,NA,7,0.857142857,NA
1419704,58,1419704,14197,18482,0,0,1,13,7,2,1,-1,0,0,1,0,4,14197,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,487.7142857,0,0,0,7,0.857142857,0
1419705,58,1419705,14197,18482,0,0,1,13,7,2,9,NA,NaN,NaN,1,2,5,14197,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.571428571,487.7142857,NA,NA,NA,7,0.857142857,NA
1419706,58,1419706,14197,18482,0,0,1,13,7,1,3,-1,0,0,1,1,6,14197,2,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.571428571,487.7142857,0,0,0,7,0.857142857,0
1419707,58,1419707,14197,18482,0,0,1,13,7,1,1,-1,0,0,1,0,7,14197,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,487.7142857,0,0,0,7,0.857142857,0
1419708,58,1419708,14197,18482,0,0,1,13,7,3,2,-1,0,0,1,1,8,14197,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,487.7142857,0,0,0,7,0.857142857,0
1419709,58,1419709,14197,18482,0,0,1,13,7,2,11,NA,NaN,NaN,1,2,9,14197,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.285714286,487.7142857,NA,NA,NA,7,0.857142857,NA
1419710,58,1419710,14197,18482,0,0,1,13,7,0,5,-1,0,0,1,1,10,14197,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.285714286,487.7142857,0,0,0,7,0.857142857,0
1419711,58,1419711,14197,18482,0,0,1,13,7,1,7,0,0.142857143,0.142857143,1,2,11,14197,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.285714286,487.7142857,0.142857143,0.142857143,0,7,0.857142857,0
1419712,58,1419712,14197,18482,0,0,1,13,7,0,6,-1,0.142857143,0,1,1,12,14197,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.571428571,487.7142857,0.142857143,0,0.142857143,7,0.857142857,0
1419713,58,1419713,14197,18482,0,0,1,13,7,1,8,-1,0,0,1,1,13,14197,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.571428571,487.7142857,0,0,0,7,0.857142857,0
1419801,59,1419801,14198,18482,0,0,1,13,7,5,4,0,0.571428571,0.428571429,1,0,1,14198,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.095238095,419.2857143,0.571428571,0.428571429,0,7,0.857142857,0
1419802,59,1419802,14198,18482,0,0,1,13,7,0,1,0,0.142857143,0,1,2,2,14198,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.095238095,419.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1419803,59,1419803,14198,18482,0,0,1,13,7,0,12,NA,NaN,NaN,1,1,3,14198,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,419.2857143,NA,NA,NA,7,0.857142857,NA
1419804,59,1419804,14198,18482,0,0,1,13,7,0,11,NA,NaN,NaN,1,0,4,14198,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.047619048,419.2857143,NA,NA,NA,7,0.857142857,NA
1419805,59,1419805,14198,18482,0,0,1,13,7,0,1,0,0,0,1,1,5,14198,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.047619048,419.2857143,0,0,0,7,0.857142857,0
1419806,59,1419806,14198,18482,0,0,1,13,7,0,2,-1,0,0,1,2,6,14198,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.047619048,419.2857143,0,0,0,7,0.857142857,0
1419807,59,1419807,14198,18482,0,0,1,13,7,0,1,-1,0.142857143,0,1,0,7,14198,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,419.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1419808,59,1419808,14198,18482,0,0,1,13,7,0,3,0,0,0,1,2,8,14198,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.285714286,419.2857143,0,0,0,7,0.857142857,0
1419809,59,1419809,14198,18482,0,0,1,13,7,0,9,NA,NaN,NaN,1,1,9,14198,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,419.2857143,NA,NA,NA,7,0.857142857,NA
1419810,59,1419810,14198,18482,0,0,1,13,7,0,5,-1,0,0,1,1,10,14198,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.19047619,419.2857143,0,0,0,7,0.857142857,0
1419811,59,1419811,14198,18482,0,0,1,13,7,0,7,0,0.142857143,0.142857143,1,2,11,14198,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.19047619,419.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1419812,59,1419812,14198,18482,0,0,1,13,7,0,6,-1,0,0,1,2,12,14198,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.19047619,419.2857143,0,0,0,7,0.857142857,0
1419813,59,1419813,14198,18482,0,0,1,13,7,0,8,0,0,0,1,1,13,14198,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.19047619,419.2857143,0,0,0,7,0.857142857,0
1420001,59,1420001,14200,18482,0,0,1,13,7,4,3,-1,0.285714286,0.285714286,1,0,1,14200,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.095238095,576.2857143,0.285714286,0.285714286,0,7,0.857142857,0
1420002,59,1420002,14200,18482,0,0,1,13,7,4,4,0,0.428571429,0.428571429,1,2,2,14200,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.095238095,576.2857143,0.428571429,0.428571429,0,7,0.857142857,0
1420003,59,1420003,14200,18482,0,0,1,13,7,4,2,-1,0.142857143,0.142857143,1,1,3,14200,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.095238095,576.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1420004,59,1420004,14200,18482,0,0,1,13,7,2,1,-1,0,0,1,0,4,14200,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.047619048,576.2857143,0,0,0,7,0.857142857,0
1420005,59,1420005,14200,18482,0,0,1,13,7,2,1,-1,0,0.142857143,1,1,5,14200,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.047619048,576.2857143,0,0.142857143,0,7,0.857142857,0
1420006,59,1420006,14200,18482,0,0,1,13,7,2,9,NA,NaN,NaN,1,2,6,14200,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.047619048,576.2857143,NA,NA,NA,7,0.857142857,NA
1420007,59,1420007,14200,18482,0,0,1,13,7,4,10,NA,NaN,NaN,1,0,7,14200,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,576.2857143,NA,NA,NA,7,0.857142857,NA
1420008,59,1420008,14200,18482,0,0,1,13,7,3,1,-1,0,0,1,2,8,14200,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,576.2857143,0,0,0,7,0.857142857,0
1420009,59,1420009,14200,18482,0,0,1,13,7,2,11,NA,NaN,NaN,1,1,9,14200,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,576.2857143,NA,NA,NA,7,0.857142857,NA
1420010,59,1420010,14200,18482,0,0,1,13,7,0,5,-1,0.142857143,0.285714286,1,1,10,14200,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.19047619,576.2857143,0.142857143,0.285714286,0,7,0.857142857,0
