Group.1,settingsNum,roundid,matchid,matchDate,competition,timeUncertainty,support,nRound,nConnected,chat_per_round,tools,innovation,inmot1,inmot2,tolerance,framing,GroupVote1,GroupVote2,round,group,player,structure,pressure,toolsCPT,toolsEUT,toolsPT,toolsCPTEXP,risk,prb,structureHie,structureCel,structureNet,centralization,leaderWeight,compStrong,complexity,density,player,grmot1,grmot2,conformity,nPlayers,unanimity,unanimous
1464206,85,1464206,14642,18483,3,0,0,13,7,1,9,NA,NaN,NaN,0,2,NaN,NaN,6,14642,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,505.5714286,NA,NA,NA,7,0.857142857,NA
1464207,85,1464207,14642,18483,3,0,0,13,7,2,1,-1,0,0,0,0,NaN,NaN,7,14642,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,505.5714286,0,0,0,7,0.857142857,0
1464208,85,1464208,14642,18483,3,0,0,13,7,1,1,-1,0,0,0,2,NaN,NaN,8,14642,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,505.5714286,0,0,0,7,0.857142857,0
1464209,85,1464209,14642,18483,3,0,0,13,7,1,4,0,0.142857143,0.142857143,0,1,NaN,NaN,9,14642,NaN,NaN,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,1,0,0.428571429,505.5714286,0.142857143,0.142857143,0,7,0.857142857,0
1464210,85,1464210,14642,18483,3,0,0,13,7,0,5,-1,0,0,0,1,NaN,NaN,10,14642,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,1,1,0.380952381,505.5714286,0,0,0,7,0.857142857,0
1464211,85,1464211,14642,18483,3,0,0,13,7,1,7,0,0.142857143,0.142857143,0,2,NaN,NaN,11,14642,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,1,1,0.380952381,505.5714286,0.142857143,0.142857143,0,7,0.857142857,0
1464212,85,1464212,14642,18483,3,0,0,13,7,0,6,-1,0,0,0,2,NaN,NaN,12,14642,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,1,1,0.380952381,505.5714286,0,0,0,7,0.857142857,0
1464213,85,1464213,14642,18483,3,0,0,13,7,1,8,0,0.571428571,0,0,1,NaN,NaN,13,14642,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,1,1,0.380952381,505.5714286,0.571428571,0,0,7,0.857142857,0
1464301,85,1464301,14643,18483,3,0,0,13,7,0,1,0,0.285714286,0.142857143,0,0,NaN,NaN,1,14643,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.380952381,937.4285714,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1464302,85,1464302,14643,18483,3,0,0,13,7,0,1,0,0.285714286,0.285714286,0,2,NaN,NaN,2,14643,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.380952381,937.4285714,0.285714286,0.285714286,0,7,0.857142857,0
1464303,85,1464303,14643,18483,3,0,0,13,7,0,12,NA,NaN,NaN,0,1,NaN,NaN,3,14643,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.380952381,937.4285714,NA,NA,NA,7,0.857142857,NA
1464304,85,1464304,14643,18483,3,0,0,13,7,0,4,-1,0,0,0,0,NaN,NaN,4,14643,NaN,NaN,2,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,1,0,0.428571429,937.4285714,0,0,0,7,0.857142857,0
1464305,85,1464305,14643,18483,3,0,0,13,7,0,1,0,0.142857143,0.285714286,0,1,NaN,NaN,5,14643,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,937.4285714,0.142857143,0.285714286,0,7,0.857142857,0
1464306,85,1464306,14643,18483,3,0,0,13,7,1,11,NA,NaN,NaN,0,2,NaN,NaN,6,14643,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,937.4285714,NA,NA,NA,7,0.857142857,NA
1464307,85,1464307,14643,18483,3,0,0,13,7,0,10,NA,NaN,NaN,0,0,NaN,NaN,7,14643,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,937.4285714,NA,NA,NA,7,0.857142857,NA
1464308,85,1464308,14643,18483,3,0,0,13,7,0,3,0,0.142857143,0.285714286,0,2,NaN,NaN,8,14643,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,1,0,0.428571429,937.4285714,0.142857143,0.285714286,0,7,0.857142857,0
1464309,85,1464309,14643,18483,3,0,0,13,7,0,2,0,0.428571429,0.285714286,0,1,NaN,NaN,9,14643,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,937.4285714,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1464310,85,1464310,14643,18483,3,0,0,13,7,0,5,-1,0.142857143,0,0,1,NaN,NaN,10,14643,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,1,1,0.380952381,937.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1464311,85,1464311,14643,18483,3,0,0,13,7,0,7,0,0.285714286,0,0,2,NaN,NaN,11,14643,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,1,1,0.380952381,937.4285714,0.285714286,0,0.285714286,7,0.857142857,0
1464312,85,1464312,14643,18483,3,0,0,13,7,0,6,-1,0.142857143,0,0,2,NaN,NaN,12,14643,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,1,1,0.380952381,937.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1464313,85,1464313,14643,18483,3,0,0,13,7,0,8,0,0.285714286,0.142857143,0,1,NaN,NaN,13,14643,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,1,1,0.380952381,937.4285714,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1464501,86,1464501,14645,18482,3,0,0,13,7,0,1,-1,0,0,0,0,NaN,NaN,1,14645,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,1,0,0.285714286,1006,0,0,0,7,0.857142857,0
1464502,86,1464502,14645,18482,3,0,0,13,7,0,10,NA,NaN,NaN,0,1,NaN,NaN,2,14645,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,1,0,0.285714286,1006,NA,NA,NA,7,0.857142857,NA
1464503,86,1464503,14645,18482,3,0,0,13,7,0,11,NA,NaN,NaN,0,2,NaN,NaN,3,14645,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,1,0,0.285714286,1006,NA,NA,NA,7,0.857142857,NA
1464504,86,1464504,14645,18482,3,0,0,13,7,0,12,NA,NaN,NaN,0,0,NaN,NaN,4,14645,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,1,0,0.047619048,1006,NA,NA,NA,7,0.857142857,NA
1464505,86,1464505,14645,18482,3,0,0,13,7,0,1,-1,0,0,0,2,NaN,NaN,5,14645,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,1,0,0.047619048,1006,0,0,0,7,0.857142857,0
1464506,86,1464506,14645,18482,3,0,0,13,7,0,4,-1,0.142857143,0,0,1,NaN,NaN,6,14645,NaN,NaN,2,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,1,0,0.047619048,1006,0.142857143,0,0.142857143,7,0.857142857,0
1464507,86,1464507,14645,18482,3,0,0,13,7,0,1,-1,0,0,0,0,NaN,NaN,7,14645,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,1,0,0.19047619,1006,0,0,0,7,0.857142857,0
1464508,86,1464508,14645,18482,3,0,0,13,7,0,9,NA,NaN,NaN,0,1,NaN,NaN,8,14645,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,1,0,0.19047619,1006,NA,NA,NA,7,0.857142857,NA
1464509,86,1464509,14645,18482,3,0,0,13,7,0,3,0,0.142857143,0.142857143,0,2,NaN,NaN,9,14645,NaN,NaN,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,1,0,0.19047619,1006,0.142857143,0.142857143,0,7,0.857142857,0
1464510,86,1464510,14645,18482,3,0,0,13,7,0,5,0,0.428571429,0.428571429,0,1,NaN,NaN,10,14645,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,1,1,0.095238095,1006,0.428571429,0.428571429,0,7,0.857142857,0
1464511,86,1464511,14645,18482,3,0,0,13,7,0,7,-1,0.285714286,0.142857143,0,2,NaN,NaN,11,14645,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,1,1,0.095238095,1006,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1464512,86,1464512,14645,18482,3,0,0,13,7,0,6,0,0.285714286,0.285714286,0,1,NaN,NaN,12,14645,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,1,1,0.047619048,1006,0.285714286,0.285714286,0,7,0.857142857,0
1464513,86,1464513,14645,18482,3,0,0,13,7,0,8,-1,0.285714286,0.142857143,0,1,NaN,NaN,13,14645,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,1,1,0.047619048,1006,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1464901,87,1464901,14649,18483,3,0,0,13,7,2,1,-1,0,0,0,0,NaN,NaN,1,14649,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,847.1428571,0,0,0,7,0.857142857,0
1464902,87,1464902,14649,18483,3,0,0,13,7,2,2,-1,0,0,0,2,NaN,NaN,2,14649,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,847.1428571,0,0,0,7,0.857142857,0
1464903,87,1464903,14649,18483,3,0,0,13,7,3,12,NA,NaN,NaN,0,1,NaN,NaN,3,14649,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,847.1428571,NA,NA,NA,7,0.857142857,NA
1464904,87,1464904,14649,18483,3,0,0,13,7,1,9,NA,NaN,NaN,0,0,NaN,NaN,4,14649,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,847.1428571,NA,NA,NA,7,0.857142857,NA
1464905,87,1464905,14649,18483,3,0,0,13,7,1,1,-1,0,0,0,1,NaN,NaN,5,14649,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,847.1428571,0,0,0,7,0.857142857,0
1464906,87,1464906,14649,18483,3,0,0,13,7,0,11,NA,NaN,NaN,0,2,NaN,NaN,6,14649,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,847.1428571,NA,NA,NA,7,0.857142857,NA
1464907,87,1464907,14649,18483,3,0,0,13,7,3,4,-1,0.285714286,0.142857143,0,0,NaN,NaN,7,14649,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,1,0,0.4,847.1428571,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1464908,87,1464908,14649,18483,3,0,0,13,7,3,10,NA,NaN,NaN,0,2,NaN,NaN,8,14649,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.4,847.1428571,NA,NA,NA,7,0.857142857,NA
1464909,87,1464909,14649,18483,3,0,0,13,7,1,3,-1,0.142857143,0,0,1,NaN,NaN,9,14649,NaN,NaN,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,1,0,0.4,847.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1464910,87,1464910,14649,18483,3,0,0,13,7,0,5,-1,0,0,0,1,NaN,NaN,10,14649,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,1,1,1,847.1428571,0,0,0,7,0.857142857,0
1464911,87,1464911,14649,18483,3,0,0,13,7,1,7,0,0.142857143,0.142857143,0,2,NaN,NaN,11,14649,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,1,1,1,847.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1464912,87,1464912,14649,18483,3,0,0,13,7,0,6,-1,0,0,0,2,NaN,NaN,12,14649,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,1,1,0.666666667,847.1428571,0,0,0,7,0.857142857,0
1464913,87,1464913,14649,18483,3,0,0,13,7,3,8,0,0.142857143,0.142857143,0,1,NaN,NaN,13,14649,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,1,1,0.666666667,847.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1465001,87,1465001,14650,18484,3,0,0,8,7,0,12,NA,NaN,NaN,0,0,NaN,NaN,1,14650,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,446.5714286,NA,NA,NA,7,0.857142857,NA
1465002,87,1465002,14650,18484,3,0,0,8,7,0,3,0,0.714285714,0.142857143,0,2,NaN,NaN,2,14650,NaN,NaN,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,1,0,0.666666667,446.5714286,0.714285714,0.142857143,0,7,0.857142857,0
1465003,87,1465003,14650,18484,3,0,0,8,7,0,2,0,0.714285714,0.571428571,0,1,NaN,NaN,3,14650,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,446.5714286,0.714285714,0.571428571,0,7,0.857142857,0
1465004,87,1465004,14650,18484,3,0,0,8,7,0,9,NA,NaN,NaN,0,0,NaN,NaN,4,14650,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,446.5714286,NA,NA,NA,7,0.857142857,NA
1465005,87,1465005,14650,18484,3,0,0,8,7,0,1,-1,0.571428571,0,0,1,NaN,NaN,5,14650,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,446.5714286,0.571428571,0,0,7,0.857142857,0
1465006,87,1465006,14650,18484,3,0,0,8,7,0,1,-1,0,0,0,2,NaN,NaN,6,14650,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,446.5714286,0,0,0,7,0.857142857,0
1465007,87,1465007,14650,18484,3,0,0,8,7,0,11,NA,NaN,NaN,0,0,NaN,NaN,7,14650,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.4,446.5714286,NA,NA,NA,7,0.857142857,NA
1465008,87,1465008,14650,18484,3,0,0,8,7,0,1,-1,0,0,0,2,NaN,NaN,8,14650,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.4,446.5714286,0,0,0,7,0.857142857,0
1465101,87,1465101,14651,18483,3,0,0,13,7,1,3,-1,0.142857143,0.142857143,0,0,NaN,NaN,1,14651,NaN,NaN,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,1,0,0.666666667,516.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1465102,87,1465102,14651,18483,3,0,0,13,7,1,2,-1,0,0.142857143,0,2,NaN,NaN,2,14651,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,516.1428571,0,0.142857143,0,7,0.857142857,0
1465103,87,1465103,14651,18483,3,0,0,13,7,1,9,NA,NaN,NaN,0,1,NaN,NaN,3,14651,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,516.1428571,NA,NA,NA,7,0.857142857,NA
1465104,87,1465104,14651,18483,3,0,0,13,7,1,1,-1,0,0,0,0,NaN,NaN,4,14651,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.666666667,516.1428571,0,0,0,7,0.857142857,0
1465105,87,1465105,14651,18483,3,0,0,13,7,1,10,NA,NaN,NaN,0,1,NaN,NaN,5,14651,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,516.1428571,NA,NA,NA,7,0.857142857,NA
1465106,87,1465106,14651,18483,3,0,0,13,7,1,11,NA,NaN,NaN,0,2,NaN,NaN,6,14651,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.666666667,516.1428571,NA,NA,NA,7,0.857142857,NA
1465107,87,1465107,14651,18483,3,0,0,13,7,1,1,-1,0.142857143,0.142857143,0,0,NaN,NaN,7,14651,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,1,0,0.4,516.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1465108,87,1465108,14651,18483,3,0,0,13,7,1,4,0,0.285714286,0.571428571,0,2,NaN,NaN,8,14651,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,1,0,0.4,516.1428571,0.285714286,0.571428571,0,7,0.857142857,0
1465109,87,1465109,14651,18483,3,0,0,13,7,5,12,NA,NaN,NaN,0,1,NaN,NaN,9,14651,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,1,0,0.4,516.1428571,NA,NA,NA,7,0.857142857,NA
1465110,87,1465110,14651,18483,3,0,0,13,7,0,5,-1,0.285714286,0.285714286,0,1,NaN,NaN,10,14651,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,1,1,1,516.1428571,0.285714286,0.285714286,0.142857143,7,0.857142857,0
1465111,87,1465111,14651,18483,3,0,0,13,7,1,7,0,0.571428571,0.714285714,0,2,NaN,NaN,11,14651,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,1,1,1,516.1428571,0.571428571,0.714285714,0.142857143,7,0.857142857,0
1465112,87,1465112,14651,18483,3,0,0,13,7,0,6,-1,0.142857143,0.285714286,0,2,NaN,NaN,12,14651,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,1,1,0.666666667,516.1428571,0.142857143,0.285714286,0,7,0.857142857,0
1465113,87,1465113,14651,18483,3,0,0,13,7,1,8,0,0.571428571,0.714285714,0,1,NaN,NaN,13,14651,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,1,1,0.666666667,516.1428571,0.571428571,0.714285714,0.285714286,7,0.857142857,0
1465301,88,1465301,14653,18482,3,0,1,13,7,2,9,NA,NaN,NaN,0,0,NaN,NaN,1,14653,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,756.8571429,NA,NA,NA,7,0.857142857,NA
1465302,88,1465302,14653,18482,3,0,1,13,7,1,4,-1,0,0,0,1,NaN,NaN,2,14653,NaN,NaN,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,1,0,0.428571429,756.8571429,0,0,0,7,0.857142857,0
1465303,88,1465303,14653,18482,3,0,1,13,7,1,12,NA,NaN,NaN,0,2,NaN,NaN,3,14653,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,756.8571429,NA,NA,NA,7,0.857142857,NA
1465304,88,1465304,14653,18482,3,0,1,13,7,1,1,-1,0,0,0,0,NaN,NaN,4,14653,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.19047619,756.8571429,0,0,0,7,0.857142857,0
1465305,88,1465305,14653,18482,3,0,1,13,7,1,2,-1,0.285714286,0,0,2,NaN,NaN,5,14653,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.19047619,756.8571429,0.285714286,0,0.285714286,7,0.857142857,0
1465306,88,1465306,14653,18482,3,0,1,13,7,1,1,-1,0.428571429,0.428571429,0,1,NaN,NaN,6,14653,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.19047619,756.8571429,0.428571429,0.428571429,0,7,0.857142857,0
1465307,88,1465307,14653,18482,3,0,1,13,7,1,1,-1,0.428571429,0.428571429,0,0,NaN,NaN,7,14653,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,756.8571429,0.428571429,0.428571429,0,7,0.857142857,0
1465308,88,1465308,14653,18482,3,0,1,13,7,0,10,NA,NaN,NaN,0,1,NaN,NaN,8,14653,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,756.8571429,NA,NA,NA,7,0.857142857,NA
1465309,88,1465309,14653,18482,3,0,1,13,7,1,11,NA,NaN,NaN,0,2,NaN,NaN,9,14653,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,756.8571429,NA,NA,NA,7,0.857142857,NA
1465310,88,1465310,14653,18482,3,0,1,13,7,0,5,0,0,0.428571429,0,1,NaN,NaN,10,14653,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,1,1,0.380952381,756.8571429,0,0.428571429,0,7,0.857142857,0
1465311,88,1465311,14653,18482,3,0,1,13,7,1,7,-1,0,0,0,2,NaN,NaN,11,14653,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,1,1,0.380952381,756.8571429,0,0,0,7,0.857142857,0
1465312,88,1465312,14653,18482,3,0,1,13,7,0,6,-1,0.428571429,0,0,1,NaN,NaN,12,14653,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,1,1,0.380952381,756.8571429,0.428571429,0,0.428571429,7,0.857142857,0
1465313,88,1465313,14653,18482,3,0,1,13,7,0,8,-1,0,0,0,1,NaN,NaN,13,14653,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,1,1,0.380952381,756.8571429,0,0,0,7,0.857142857,0
1465401,88,1465401,14654,18482,3,0,1,13,7,0,1,-1,0.714285714,0.714285714,0,0,NaN,NaN,1,14654,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,612.4285714,0.714285714,0.714285714,0,7,0.857142857,0
1465402,88,1465402,14654,18482,3,0,1,13,7,0,4,-1,0,0,0,1,NaN,NaN,2,14654,NaN,NaN,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,1,0,0.428571429,612.4285714,0,0,0,7,0.857142857,0
1465403,88,1465403,14654,18482,3,0,1,13,7,0,2,-1,0.714285714,0.714285714,0,2,NaN,NaN,3,14654,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,612.4285714,0.714285714,0.714285714,0,7,0.857142857,0
1465404,88,1465404,14654,18482,3,0,1,13,7,0,1,0,0.571428571,0,0,0,NaN,NaN,4,14654,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.19047619,612.4285714,0.571428571,0,0,7,0.857142857,0
1465405,88,1465405,14654,18482,3,0,1,13,7,0,10,NA,NaN,NaN,0,2,NaN,NaN,5,14654,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.19047619,612.4285714,NA,NA,NA,7,0.857142857,NA
1465406,88,1465406,14654,18482,3,0,1,13,7,0,12,NA,NaN,NaN,0,1,NaN,NaN,6,14654,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.19047619,612.4285714,NA,NA,NA,7,0.857142857,NA
1465407,88,1465407,14654,18482,3,0,1,13,7,0,1,0,0.571428571,0.571428571,0,0,NaN,NaN,7,14654,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,612.4285714,0.571428571,0.571428571,0,7,0.857142857,0
1465408,88,1465408,14654,18482,3,0,1,13,7,0,11,NA,NaN,NaN,0,1,NaN,NaN,8,14654,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,612.4285714,NA,NA,NA,7,0.857142857,NA
1465409,88,1465409,14654,18482,3,0,1,13,7,0,9,NA,NaN,NaN,0,2,NaN,NaN,9,14654,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,612.4285714,NA,NA,NA,7,0.857142857,NA
1465410,88,1465410,14654,18482,3,0,1,13,7,0,5,-1,0.142857143,0,0,1,NaN,NaN,10,14654,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,1,1,0.380952381,612.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1465411,88,1465411,14654,18482,3,0,1,13,7,0,7,-1,0.571428571,0,0,2,NaN,NaN,11,14654,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,1,1,0.380952381,612.4285714,0.571428571,0,0,7,0.857142857,0
1465412,88,1465412,14654,18482,3,0,1,13,7,0,6,-1,0,0.285714286,0,1,NaN,NaN,12,14654,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,1,1,0.380952381,612.4285714,0,0.285714286,0,7,0.857142857,0
1465413,88,1465413,14654,18482,3,0,1,13,7,0,8,0,0.571428571,0.285714286,0,1,NaN,NaN,13,14654,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,1,1,0.380952381,612.4285714,0.571428571,0.285714286,0,7,0.857142857,0
1465501,88,1465501,14655,18483,3,0,1,13,7,0,10,NA,NaN,NaN,0,0,NaN,NaN,1,14655,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,743.2857143,NA,NA,NA,7,0.857142857,NA
1465502,88,1465502,14655,18483,3,0,1,13,7,0,9,NA,NaN,NaN,0,1,NaN,NaN,2,14655,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,743.2857143,NA,NA,NA,7,0.857142857,NA
1465503,88,1465503,14655,18483,3,0,1,13,7,0,2,-1,0,0,0,2,NaN,NaN,3,14655,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.428571429,743.2857143,0,0,0,7,0.857142857,0
1465504,88,1465504,14655,18483,3,0,1,13,7,0,1,0,0,0,0,0,NaN,NaN,4,14655,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.19047619,743.2857143,0,0,0,7,0.857142857,0
1465505,88,1465505,14655,18483,3,0,1,13,7,0,1,0,0,0,0,2,NaN,NaN,5,14655,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,1,0,0.19047619,743.2857143,0,0,0,7,0.857142857,0
1465506,88,1465506,14655,18483,3,0,1,13,7,0,11,NA,NaN,NaN,0,1,NaN,NaN,6,14655,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.19047619,743.2857143,NA,NA,NA,7,0.857142857,NA
1465507,88,1465507,14655,18483,3,0,1,13,7,0,4,0,0.285714286,0,0,0,NaN,NaN,7,14655,NaN,NaN,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,1,0,0.428571429,743.2857143,0.285714286,0,0.285714286,7,0.857142857,0
1465508,88,1465508,14655,18483,3,0,1,13,7,0,12,NA,NaN,NaN,0,1,NaN,NaN,8,14655,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,1,0,0.428571429,743.2857143,NA,NA,NA,7,0.857142857,NA
1465509,88,1465509,14655,18483,3,0,1,13,7,0,3,-1,0,0,0,2,NaN,NaN,9,14655,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,1,0,0.428571429,743.2857143,0,0,0,7,0.857142857,0
1465510,88,1465510,14655,18483,3,0,1,13,7,0,5,0,0,0,0,1,NaN,NaN,10,14655,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,1,1,0.380952381,743.2857143,0,0,0,7,0.857142857,0
