matchid_playerid,playerid,matchid,settingsNum,matchDate,competitionLabel,competition,timeUncertaintyLabel,timeUncertainty,supportLabel,support,nRound,nConnected,date.time,competitive.level,replay,organizationalStructure,toleranceLabel,tolerance,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,ToA_Calculated,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2
13351-54cf7692-caa4-419d-9ed3-6a765efae61f,54cf7692-caa4-419d-9ed3-6a765efae61f,13351,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 16:26,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13351-5637a6b3-0554-44ed-b92c-e1c164b1bba0,5637a6b3-0554-44ed-b92c-e1c164b1bba0,13351,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 16:26,1,FALSE,Cellular,Ambiguity Low,0,2,2,2,2,2,2,2,2,2,2,2,2,28,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13351-9872fad7-c5f8-4e06-b398-0ec2af9e0d6d,9872fad7-c5f8-4e06-b398-0ec2af9e0d6d,13351,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 16:26,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13351-bdc2be0d-1197-47f5-88a0-b2c6534f41e6,bdc2be0d-1197-47f5-88a0-b2c6534f41e6,13351,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 16:26,1,FALSE,Cellular,Ambiguity Low,0,2,3,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13351-de4d300f-ad49-4e8c-ab60-c10f520d263f,de4d300f-ad49-4e8c-ab60-c10f520d263f,13351,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 16:26,1,FALSE,Cellular,Ambiguity Low,0,2,1,2,2,2,2,2,2,2,2,2,2,27,1,4,1,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-00eae6bc-bb60-42e9-a040-fbba471599a9,00eae6bc-bb60-42e9-a040-fbba471599a9,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,4,4,1,4,4,4,4,4,4,4,4,4,23,0,0,1,1,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-565ac31a-ebfe-48f2-9ed0-576aab5a1c50,565ac31a-ebfe-48f2-9ed0-576aab5a1c50,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-7a475cf0-884e-42b7-8007-2d6520dc387f,7a475cf0-884e-42b7-8007-2d6520dc387f,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,3,3,4,2,4,3,4,3,4,4,4,4,22,3,5,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-8f23ca44-4410-4be4-84f4-a4615756f59d,8f23ca44-4410-4be4-84f4-a4615756f59d,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,4,4,4,4,4,2,2,3,3,4,3,3,60,0,3,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-94f5dcfa-4111-497c-a855-9d8709728868,94f5dcfa-4111-497c-a855-9d8709728868,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,3,3,3,3,3,3,3,4,4,4,4,4,34,3,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-f5ff8fc2-c191-4ff7-9533-97ac549721ef,f5ff8fc2-c191-4ff7-9533-97ac549721ef,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,4,3,3,4,4,4,3,3,3,3,3,3,52,0,3,0,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13353-fb7e5da5-ce07-4d88-ba68-46a43c320b6a,fb7e5da5-ce07-4d88-ba68-46a43c320b6a,13353,5,06/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 21:48,1,FALSE,Cellular,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,4,4,21,3,4,0,1,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354-02214897-468a-47ef-a2fb-2cef40b3df70,02214897-468a-47ef-a2fb-2cef40b3df70,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,4,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,3,4,3,4,NA,NA,NA,NA
13354-05681ef6-d054-4a6c-94ac-5483f355a8e6,05681ef6-d054-4a6c-94ac-5483f355a8e6,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,4,2,3,3,4,0,1,2,4,4,2,4,32,0,5,0,0,1,23,NA,2,3,3,4,4,4,4,3,4
13354-25343e26-56df-4106-b603-5e8daaba58cc,25343e26-56df-4106-b603-5e8daaba58cc,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354-8024aeb8-8d23-48d3-8f00-7c6bcb9a55ff,8024aeb8-8d23-48d3-8f00-7c6bcb9a55ff,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354-842d87b9-e834-4d10-97e5-8879e45a8d6c,842d87b9-e834-4d10-97e5-8879e45a8d6c,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,4,3,2,3,4,3,2,4,3,2,2,4,28,0,4,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354-d6608cfd-4224-43d4-ae53-aa44dac3fc53,d6608cfd-4224-43d4-ae53-aa44dac3fc53,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,2,3,1,NA,NA,NA,1,2,1,NA,NA,1,20,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13354-f50e81a8-ccd0-4223-9a12-97ab50a3a818,f50e81a8-ccd0-4223-9a12-97ab50a3a818,13354,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,05/08/2020 10:36,1,FALSE,Network,Ambiguity Low,0,4,3,1,3,3,3,4,3,4,4,3,3,22,1,0,1,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-00d2233e-94e4-4221-8246-2a7fb2a04257,00d2233e-94e4-4221-8246-2a7fb2a04257,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,2,1,2,3,2,3,2,3,2,3,3,2,21,3,4,0,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-238bd46e-4467-451a-959d-897cde654c5f,238bd46e-4467-451a-959d-897cde654c5f,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,1,2,0,3,2,1,3,2,1,4,1,2,22,1,3,1,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-67486751-4411-403f-9b8c-da936e274a3c,67486751-4411-403f-9b8c-da936e274a3c,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,1,2,1,2,4,3,1,2,3,0,4,1,22,1,4,1,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-79b78799-d110-49cb-bafa-4e4ab162f219,79b78799-d110-49cb-bafa-4e4ab162f219,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,3,2,2,3,2,3,2,3,3,2,3,2,19,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-8f23ca44-4410-4be4-84f4-a4615756f59d,8f23ca44-4410-4be4-84f4-a4615756f59d,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,4,4,4,4,4,2,2,3,3,4,3,3,60,0,3,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-8fa08ef3-2d22-4d7f-a56e-7c6aa04992b8,8fa08ef3-2d22-4d7f-a56e-7c6aa04992b8,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,4,3,2,2,2,2,3,2,3,2,3,2,23,3,3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13355-deaa75a9-abb7-42e8-b283-3898d588dea3,deaa75a9-abb7-42e8-b283-3898d588dea3,13355,6,07/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,06/08/2020 21:25,1,FALSE,Network,Ambiguity Low,0,3,2,4,3,4,3,4,3,4,3,4,3,28,0,4,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13356-5e2130fa-bfd3-422a-b345-b492c2e776ca,5e2130fa-bfd3-422a-b345-b492c2e776ca,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,4,2,3,2,3,2,3,2,2,2,2,2,23,0,3,1,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13356-6cd73ae8-5826-440c-b2c2-97465299d426,6cd73ae8-5826-440c-b2c2-97465299d426,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,2,2,2,4,4,4,4,4,4,4,4,4,NA,1,3,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13356-8a32933d-04e7-4fc3-b447-355065ed41a2,8a32933d-04e7-4fc3-b447-355065ed41a2,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,4,4,4,4,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13356-a93fbbe2-87bd-406a-b5ce-df8a1d2b9d77,a93fbbe2-87bd-406a-b5ce-df8a1d2b9d77,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,4,3,4,4,4,4,4,3,4,4,3,4,24,0,4,0,1,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13356-e83f67dc-1241-4bbb-899e-e683305443ad,e83f67dc-1241-4bbb-899e-e683305443ad,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,4,3,3,4,3,3,3,4,3,4,3,4,NA,0,1,1,NA,NA,0,NA,2,2,3,3,3,2,2,3,3
13356-ef3f6f0c-1d4e-4213-ad22-70c5035da7ad,ef3f6f0c-1d4e-4213-ad22-70c5035da7ad,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13356-f46204ea-38e1-4321-9aee-c1cfdb4ba78e,f46204ea-38e1-4321-9aee-c1cfdb4ba78e,13356,6,05/08/2020,None,0,TRUE,1,LowStatus_HighLegitimacy,1,13,7,04/08/2020 23:20,1,FALSE,Network,Ambiguity Low,0,4,2,2,3,3,2,3,4,4,2,2,2,20,0,4,0,1,1,33,NA,4,4,4,4,4,4,4,4,4
13359-0261e8eb-36d0-4454-aca7-c7c974ab6c0c,0261e8eb-36d0-4454-aca7-c7c974ab6c0c,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,3,3,4,3,1,3,4,4,1,3,1,3,33,0,5,1,0,1,43,NA,2,3,3,3,3,3,1,1,3
13359-3b072c9a-8e51-4a41-9c93-1356d5d1e6b4,3b072c9a-8e51-4a41-9c93-1356d5d1e6b4,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13359-3bafb21f-42fd-489d-a9a1-e09014b147e9,3bafb21f-42fd-489d-a9a1-e09014b147e9,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,1,2,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13359-3cf1cb50-21bf-4009-84ff-de1937feff5f,3cf1cb50-21bf-4009-84ff-de1937feff5f,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13359-8bc73aba-a846-4baa-ba2f-f15263e0aa07,8bc73aba-a846-4baa-ba2f-f15263e0aa07,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,2,3,4,2,3,3,4,3,3,1,1,2,25,1,4,0,1,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13359-c9ca1f06-c37f-4d03-b6f7-f81fa1741cf0,c9ca1f06-c37f-4d03-b6f7-f81fa1741cf0,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,4,4,2,2,2,2,2,2,2,2,2,1,29,0,3,1,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13359-e0169b66-eab2-4325-aa92-9c06be2b387f,e0169b66-eab2-4325-aa92-9c06be2b387f,13359,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 12:23,1,FALSE,Hierarchical,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,0,3,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13361-00b7e806-09c2-4813-8969-d67d512f0d3b,00b7e806-09c2-4813-8969-d67d512f0d3b,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,1,2,2,2,1,2,2,1,2,1,2,2,19,0,2,1,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13361-3b072c9a-8e51-4a41-9c93-1356d5d1e6b4,3b072c9a-8e51-4a41-9c93-1356d5d1e6b4,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,40,NA,0,0,0,0,0,0,0,0,0
13361-3bafb21f-42fd-489d-a9a1-e09014b147e9,3bafb21f-42fd-489d-a9a1-e09014b147e9,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,1,2,1,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13361-3ce6cb52-9846-4e3a-baa0-a78397948783,3ce6cb52-9846-4e3a-baa0-a78397948783,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13361-b3fedd21-231a-4e9a-b4c9-9dd36e3d539f,b3fedd21-231a-4e9a-b4c9-9dd36e3d539f,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,4,4,4,4,4,4,4,4,3,2,2,4,22,0,0,1,1,1,37,NA,2,2,2,2,2,2,2,2,2
13361-be857523-58ed-4a73-b56e-99119b89c198,be857523-58ed-4a73-b56e-99119b89c198,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,4,3,4,3,3,4,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13361-c16c88cd-403a-4cdd-acd5-ad5ba50b86e1,c16c88cd-403a-4cdd-acd5-ad5ba50b86e1,13361,7,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 10:59,1,FALSE,Hierarchical,Ambiguity High,1,0,1,2,0,1,2,NA,NA,0,1,1,2,22,1,4,1,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363-00b7e806-09c2-4813-8969-d67d512f0d3b,00b7e806-09c2-4813-8969-d67d512f0d3b,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,1,2,2,2,1,2,2,1,2,1,2,2,19,0,2,1,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363-3cf1cb50-21bf-4009-84ff-de1937feff5f,3cf1cb50-21bf-4009-84ff-de1937feff5f,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363-67486751-4411-403f-9b8c-da936e274a3c,67486751-4411-403f-9b8c-da936e274a3c,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,1,2,1,2,4,3,1,2,3,0,4,1,22,1,4,1,1,1,34,NA,4,3,2,3,1,3,2,3,1
13363-79b78799-d110-49cb-bafa-4e4ab162f219,79b78799-d110-49cb-bafa-4e4ab162f219,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,3,2,2,3,2,3,2,3,3,2,3,2,19,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363-b192be21-b94d-4357-8917-2bbc7b885b50,b192be21-b94d-4357-8917-2bbc7b885b50,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,25,1,5,0,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363-ba36fa9c-fd16-475c-89fc-0895bcd4c846,ba36fa9c-fd16-475c-89fc-0895bcd4c846,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,2,3,4,2,3,3,4,3,4,2,2,3,24,1,5,0,1,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363-e1195373-fb7c-4e5c-a67d-d75af477d13c,e1195373-fb7c-4e5c-a67d-d75af477d13c,13363,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,04/08/2020 22:31,1,FALSE,Cellular,Ambiguity High,1,3,3,4,4,2,4,4,4,3,1,2,2,38,0,5,1,0,1,42,NA,2,2,3,2,2,0,0,1,4
13364-0b71865c-6f4e-4b06-9f0c-d20e6d2a5914,0b71865c-6f4e-4b06-9f0c-d20e6d2a5914,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,1,3,2,4,3,2,1,3,2,4,1,0,13,0,1,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13364-23e5f1b6-e7de-4b52-9911-936469e0a87a,23e5f1b6-e7de-4b52-9911-936469e0a87a,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,20,1,1,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
13364-331187ee-fb02-455a-8d4a-b1890eca5ca1,331187ee-fb02-455a-8d4a-b1890eca5ca1,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,2,3,4,2,2,2,2,2,2,2,2,2,NA,0,3,0,NA,NA,39,NA,2,2,2,2,2,2,2,2,2
13364-5c8a9fda-3c8c-4a5e-94dd-11d7fda88eee,5c8a9fda-3c8c-4a5e-94dd-11d7fda88eee,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,1,3,1,2,1,3,1,2,0,3,4,1,25,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13364-691662b4-f1ab-48af-9f0a-a4570b7a4ecf,691662b4-f1ab-48af-9f0a-a4570b7a4ecf,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,1,2,3,3,1,0,2,2,2,1,2,2,22,1,3,NA,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13364-acd3965b-8651-44bc-ba77-e3230fc3bd2b,acd3965b-8651-44bc-ba77-e3230fc3bd2b,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,0,2,0,2,1,4,1,2,1,3,0,3,26,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13364-ea515826-8e8c-4eb6-92b2-a41305b1599a,ea515826-8e8c-4eb6-92b2-a41305b1599a,13364,8,07/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,06/08/2020 22:18,1,FALSE,Cellular,Ambiguity High,1,1,2,3,1,2,3,0,2,3,4,1,2,25,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13365-30f5dfa1-1311-40ca-bf59-bbe7fd618247,30f5dfa1-1311-40ca-bf59-bbe7fd618247,13365,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 13:32,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,0,1,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
13365-3138ba0d-f125-4d54-9194-2ffef73ae106,3138ba0d-f125-4d54-9194-2ffef73ae106,13365,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 13:32,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,28,1,4,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
13365-5de00985-f69b-4c84-923b-fc637b7bc4f2,5de00985-f69b-4c84-923b-fc637b7bc4f2,13365,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 13:32,1,FALSE,Cellular,Ambiguity High,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,1,0,3,3,2
13365-7694c902-f6cb-4ef4-bc7d-9e255ab478f9,7694c902-f6cb-4ef4-bc7d-9e255ab478f9,13365,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 13:32,1,FALSE,Cellular,Ambiguity High,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,5,1,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13365-9870890d-7fe0-44b2-8ca4-a6874588cc72,9870890d-7fe0-44b2-8ca4-a6874588cc72,13365,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 13:32,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,29,1,2,1,1,1,36,NA,2,2,2,2,2,2,2,2,2
13365-c3bdfaa0-f601-4f38-8608-de05523804b1,c3bdfaa0-f601-4f38-8608-de05523804b1,13365,8,05/08/2020,None,0,TRUE,1,HighStatus_HighLegitimacy,0,13,7,05/08/2020 13:32,1,FALSE,Cellular,Ambiguity High,1,2,2,2,2,2,2,2,2,2,2,2,2,20,0,5,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
