"matchid","round","h1.1","h1.3","h2.1","h2.2","h2.3","h2.4","h2.5","h2.6","h3.2","h3.3","h3.4","h3.5","tools","innovation","CSE","leaderChoice","nConnected","h3.1","date/time","replay","consumableKey","settingsNum"
"1072","1","0","0","1",NA,NA,NA,NA,NA,"1","9","1","0","9",NA,"2.85","TNTbarrel","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","2","0","0","1",NA,NA,NA,NA,NA,"1","9","1","1","12",NA,"2.85","SatchelCharge","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","3","0","0","1","0","0","1",NA,NA,"1","9","1","1","1","0","2.85","TNTbarrel","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","4","0","1","1","0","0","1",NA,NA,"1","9","1","1","1","0","2.85","TNTbarrel","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","5","0","2","1","0","0","1",NA,NA,"1","9","1","1","1","0","2.85","TNTbarrel","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","6","0","0","1",NA,"1",NA,NA,NA,"1","9","1","2","3","1","2.85","RDX","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","7","0","2","1","1",NA,NA,NA,NA,"1","9","1","1","2","0","2.85","BlackPowder","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","8","0","0","1",NA,NA,NA,NA,NA,"1","9","1","2","11",NA,"2.85","SatchelCharge","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","9","0","1","1",NA,NA,"0",NA,NA,"1","9","1","1","4","0","2.85","Dynamite","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","10","0","0","1",NA,NA,NA,"0",NA,"1","9","1","1","5","0","2.85","Mine1","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","11","0","0","1",NA,NA,NA,NA,"0","1","9","1","1","7","1","2.85","Mine1","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","12","0","0","1",NA,NA,NA,"1",NA,"1","9","1","1","6","1","2.85","Mine4","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1072","13","0","0","1",NA,NA,NA,NA,"1","1","9","1","1","8","1","2.85","Mine4","4",1,"2018-11-14 20:05:04","False","prod_high_0_firsttime","1"
"1075","1","0","0","1",NA,"1",NA,NA,NA,"1","9","0","0","3","0","3.8","BlackPowder","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","2","0","0","1","0","0","1",NA,NA,"1","9","0","1","1","1","3.8","SatchelCharge","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","3","0","0","1",NA,NA,NA,NA,NA,"1","9","0","1","11",NA,"3.8","SatchelCharge","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","4","0","1","1",NA,NA,NA,NA,NA,"1","9","0","1","9",NA,"3.8","Dynamite","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","5","0","2","1","1",NA,NA,NA,NA,"1","9","0","1","2","1","3.8","Dynamite","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","6","0","0","1",NA,NA,"0",NA,NA,"1","9","0","2","4","0","3.8","Dynamite","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","7","0","2","1","0","0","1",NA,NA,"1","9","0","1","1","0","3.8","TNTbarrel","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","8","0","0","1",NA,NA,NA,NA,NA,"1","9","0","2","12",NA,"3.8","SatchelCharge","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","9","0","1","1","0","0","1",NA,NA,"1","9","0","1","1","0","3.8","TNTbarrel","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","10","0","0","1",NA,NA,NA,"0",NA,"1","9","0","1","5","0","3.8","Mine1","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","11","0","0","1",NA,NA,NA,NA,"0","1","9","0","1","7","0","3.8","BlackPowder","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","12","0","0","1",NA,NA,NA,"1",NA,"1","9","0","1","6","0","3.8","Mine3","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1075","13","0","0","1",NA,NA,NA,NA,"1","1","9","0","1","8","0","3.8","BlackPowder","3",1,"2018-11-14 10:07:37","False","prod_high_0_firsttime","2"
"1076","1","0","0","1",NA,NA,NA,NA,NA,"1","9","0","0","12",NA,"3.46666666666667","SatchelCharge","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","2","0","0","1","0","0","1",NA,NA,"1","9","0","1","1","1","3.46666666666667","SatchelCharge","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","3","0","0","1",NA,NA,NA,NA,NA,"1","9","0","1","9",NA,"3.46666666666667","TNTbarrel","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","4","0","1","1","0","0","1",NA,NA,"1","9","0","1","1","0","3.46666666666667","TNTbarrel","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","5","0","2","1","1",NA,NA,NA,NA,"1","9","0","1","2","0","3.46666666666667","BlackPowder","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","6","0","0","1",NA,"1",NA,NA,NA,"1","9","0","2","3","1","3.46666666666667","RDX","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","7","0","2","1",NA,NA,"0",NA,NA,"1","9","0","1","4","0","3.46666666666667","Dynamite","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","8","0","0","1","0","0","1",NA,NA,"1","9","0","2","1","0","3.46666666666667","TNTbarrel","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","9","0","1","1",NA,NA,NA,NA,NA,"1","9","0","1","11",NA,"3.46666666666667","SatchelCharge","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","10","0","0","1",NA,NA,NA,"0",NA,"1","9","0","1","5","0","3.46666666666667","Mine1","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","11","0","0","1",NA,NA,NA,NA,"0","1","9","0","1","7","1","3.46666666666667","Mine1","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","12","0","0","1",NA,NA,NA,"1",NA,"1","9","0","1","6","0","3.46666666666667","Mine3","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1076","13","0","0","1",NA,NA,NA,NA,"1","1","9","0","1","8","0","3.46666666666667","BlackPowder","5",1,"2018-11-14 20:04:21","False","prod_high_0_firsttime","2"
"1079","1","0","0","1",NA,"1",NA,NA,NA,"0","9","1","0","3","0","2.4","BlackPowder","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","2","0","0","1","0","0","1",NA,NA,"0","9","1","1","1","0","2.4","TNTbarrel","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","3","0","0","1",NA,NA,NA,NA,NA,"0","9","1","1","11",NA,"2.4","SatchelCharge","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","4","0","1","1",NA,NA,"0",NA,NA,"0","9","1","1","4","0","2.4","Dynamite","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","5","0","2","1",NA,NA,NA,NA,NA,"0","9","1","1","12",NA,"2.4","SatchelCharge","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","6","0","0","1","0","0","1",NA,NA,"0","9","1","2","1","0","2.4","TNTbarrel","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","7","0","2","1","0","0","1",NA,NA,"0","9","1","1","1","0","2.4","TNTbarrel","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","8","0","0","1","1",NA,NA,NA,NA,"0","9","1","2","2","1","2.4","Dynamite","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","9","0","1","1",NA,NA,NA,NA,NA,"0","9","1","1","9",NA,"2.4","TNTbarrel","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","10","0","0","1",NA,NA,NA,"0",NA,"0","9","1","1","5","0","2.4","Mine1","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","11","0","0","1",NA,NA,NA,NA,"0","0","9","1","1","7","0","2.4","BlackPowder","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","12","0","0","1",NA,NA,NA,"1",NA,"0","9","1","1","6","1","2.4","Mine4","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1079","13","0","0","1",NA,NA,NA,NA,"1","0","9","1","1","8","0","2.4","BlackPowder","4",1,"2018-11-14 10:11:47","False","prod_high_0_firsttime","3"
"1080","1","0","0","1",NA,NA,NA,NA,NA,"0","9","1","0","9",NA,"3.8","TNTbarrel","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","2","0","0","1",NA,NA,NA,NA,NA,"0","9","1","1","12",NA,"3.8","SatchelCharge","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","3","0","0","1","0","0","1",NA,NA,"0","9","1","1","1","0","3.8","TNTbarrel","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","4","0","1","1","0","0","1",NA,NA,"0","9","1","1","1","0","3.8","TNTbarrel","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","5","0","2","1",NA,NA,NA,NA,NA,"0","9","1","1","11",NA,"3.8","SatchelCharge","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","6","0","0","1","0","0","1",NA,NA,"0","9","1","2","1","0","3.8","TNTbarrel","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","7","0","2","1",NA,"1",NA,NA,NA,"0","9","1","1","3","1","3.8","RDX","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","8","0","0","1",NA,NA,"0",NA,NA,"0","9","1","2","4","0","3.8","Dynamite","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","9","0","1","1","1",NA,NA,NA,NA,"0","9","1","1","2","1","3.8","Dynamite","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","10","0","0","1",NA,NA,NA,"0",NA,"0","9","1","1","5","1","3.8","Mine2","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","11","0","0","1",NA,NA,NA,NA,"0","0","9","1","1","7","0","3.8","BlackPowder","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","12","0","0","1",NA,NA,NA,"1",NA,"0","9","1","1","6","1","3.8","Mine4","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1080","13","0","0","1",NA,NA,NA,NA,"1","0","9","1","1","8","1","3.8","Mine4","3",1,"2018-11-14 20:06:00","False","prod_high_0_firsttime","3"
"1083","1","0","0","1",NA,"1",NA,NA,NA,"0","9","0","0","3","0","4.06666666666667","BlackPowder","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","2","0","0","1",NA,NA,NA,NA,NA,"0","9","0","1","12",NA,"4.06666666666667","SatchelCharge","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","3","0","0","1","1",NA,NA,NA,NA,"0","9","0","1","2","0","4.06666666666667","BlackPowder","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","4","0","1","1","0","0","1",NA,NA,"0","9","0","1","1","0","4.06666666666667","TNTbarrel","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","5","0","2","1",NA,NA,NA,NA,NA,"0","9","0","1","9",NA,"4.06666666666667","TNTbarrel","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","6","0","0","1","0","0","1",NA,NA,"0","9","0","2","1","1","4.06666666666667","SatchelCharge","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","7","0","2","1",NA,NA,"0",NA,NA,"0","9","0","1","4","1","4.06666666666667","RDX","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","8","0","0","1",NA,NA,NA,NA,NA,"0","9","0","2","11",NA,"4.06666666666667","SatchelCharge","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","9","0","1","1","0","0","1",NA,NA,"0","9","0","1","1","1","4.06666666666667","SatchelCharge","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","10","0","0","1",NA,NA,NA,"0",NA,"0","9","0","1","5","0","4.06666666666667","Mine1","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","11","0","0","1",NA,NA,NA,NA,"0","0","9","0","1","7","1","4.06666666666667","Mine1","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","12","0","0","1",NA,NA,NA,"1",NA,"0","9","0","1","6","1","4.06666666666667","Mine4","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1083","13","0","0","1",NA,NA,NA,NA,"1","0","9","0","1","8","1","4.06666666666667","Mine4","4",1,"2018-11-14 10:38:06","False","prod_high_0_firsttime","4"
"1084","1","0","0","1",NA,NA,"0",NA,NA,"0","9","0","0","4","0","2.8","Dynamite","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","2","0","0","1","1",NA,NA,NA,NA,"0","9","0","1","2","1","2.8","Dynamite","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","3","0","0","1","0","0","1",NA,NA,"0","9","0","1","1","1","2.8","SatchelCharge","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","4","0","1","1","0","0","1",NA,NA,"0","9","0","1","1","1","2.8","SatchelCharge","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","5","0","2","1",NA,NA,NA,NA,NA,"0","9","0","1","12",NA,"2.8","SatchelCharge","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","6","0","0","1",NA,"1",NA,NA,NA,"0","9","0","2","3","0","2.8","BlackPowder","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","7","0","2","1",NA,NA,NA,NA,NA,"0","9","0","1","9",NA,"2.8","TNTbarrel","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","8","0","0","1",NA,NA,NA,NA,NA,"0","9","0","2","11",NA,"2.8","SatchelCharge","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","9","0","1","1","0","0","1",NA,NA,"0","9","0","1","1","1","2.8","SatchelCharge","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","10","0","0","1",NA,NA,NA,"0",NA,"0","9","0","1","5","1","2.8","Mine2","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","11","0","0","1",NA,NA,NA,NA,"0","0","9","0","1","7","1","2.8","Mine2","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","12","0","0","1",NA,NA,NA,"1",NA,"0","9","0","1","6","1","2.8","Mine4","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1084","13","0","0","1",NA,NA,NA,NA,"1","0","9","0","1","8","0","2.8","BlackPowder","3",1,"2018-11-14 10:22:39","False","prod_high_0_firsttime","4"
"1088","1","0","0","1","0","0","1",NA,NA,"1","9","1","0","1","0","3.6","TNTbarrel","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","2","0","0","1",NA,NA,NA,NA,NA,"1","9","1","1","9",NA,"3.6","TNTbarrel","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","3","0","0","1","1",NA,NA,NA,NA,"1","9","1","1","2","0","3.6","BlackPowder","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","4","0","1","1","0","0","1",NA,NA,"1","9","1","1","1","0","3.6","TNTbarrel","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","5","0","2","1",NA,NA,"0",NA,NA,"1","9","1","1","4","1","3.6","RDX","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","6","0","0","1","0","0","1",NA,NA,"1","9","1","2","1","0","3.6","TNTbarrel","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","7","0","2","1",NA,NA,NA,NA,NA,"1","9","1","1","11",NA,"3.6","SatchelCharge","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","8","0","0","1",NA,NA,NA,NA,NA,"1","9","1","2","12",NA,"3.6","Dynamite","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","9","0","1","1",NA,"1",NA,NA,NA,"1","9","1","1","3","0","3.6","BlackPowder","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","10","0","0","1",NA,NA,NA,"0",NA,"1","9","1","1","5","0","3.6","Mine1","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","11","0","0","1",NA,NA,NA,NA,"0","1","9","1","1","7","0","3.6","BlackPowder","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","12","0","0","1",NA,NA,NA,"1",NA,"1","9","1","1","6","1","3.6","Mine4","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1088","13","0","0","1",NA,NA,NA,NA,"1","1","9","1","1","8","0","3.6","BlackPowder","5",0,"2018-11-14 20:30:58","False","prod_low_0_firsttime","5"
"1091","1","0","0","1",NA,NA,NA,NA,NA,"1","9","0","0","9",NA,"3.1","TNTbarrel","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","2","0","0","1",NA,NA,NA,NA,NA,"1","9","0","1","12",NA,"3.1","SatchelCharge","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","3","0","0","1","0","0","1",NA,NA,"1","9","0","1","1","0","3.1","TNTbarrel","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","4","0","1","1","0","0","1",NA,NA,"1","9","0","1","1","1","3.1","SatchelCharge","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","5","0","2","1",NA,"1",NA,NA,NA,"1","9","0","1","3","1","3.1","RDX","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","6","0","0","1",NA,NA,NA,NA,NA,"1","9","0","2","11",NA,"3.1","RDX","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","7","0","2","1","1",NA,NA,NA,NA,"1","9","0","1","2","1","3.1","Dynamite","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","8","0","0","1","0","0","1",NA,NA,"1","9","0","2","1","1","3.1","SatchelCharge","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","9","0","1","1",NA,NA,"0",NA,NA,"1","9","0","1","4","1","3.1","RDX","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","10","0","0","1",NA,NA,NA,"0",NA,"1","9","0","1","5","0","3.1","Mine1","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","11","0","0","1",NA,NA,NA,NA,"0","1","9","0","1","7","1","3.1","Mine1","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","12","0","0","1",NA,NA,NA,"1",NA,"1","9","0","1","6","1","3.1","Mine4","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1091","13","0","0","1",NA,NA,NA,NA,"1","1","9","0","1","8","1","3.1","Mine4","5",0,"2018-11-14 20:08:12","False","prod_low_0_firsttime","6"
"1092","1","0","0","1","0","0","1",NA,NA,"1","9","0","0","1","0","4.35","TNTbarrel","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","2","0","0","1",NA,"1",NA,NA,NA,"1","9","0","1","3","1","4.35","RDX","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","3","0","0","1","1",NA,NA,NA,NA,"1","9","0","1","2","0","4.35","BlackPowder","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","4","0","1","1",NA,NA,NA,NA,NA,"1","9","0","1","12",NA,"4.35","SatchelCharge","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","5","0","2","1",NA,NA,"0",NA,NA,"1","9","0","1","4","0","4.35","Dynamite","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","6","0","0","1","0","0","1",NA,NA,"1","9","0","2","1","0","4.35","TNTbarrel","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","7","0","2","1","0","0","1",NA,NA,"1","9","0","1","1","0","4.35","TNTbarrel","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","8","0","0","1",NA,NA,NA,NA,NA,"1","9","0","2","9",NA,"4.35","TNTbarrel","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","9","0","1","1",NA,NA,NA,NA,NA,"1","9","0","1","11",NA,"4.35","SatchelCharge","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","10","0","0","1",NA,NA,NA,"0",NA,"1","9","0","1","5","1","4.35","Mine2","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","11","0","0","1",NA,NA,NA,NA,"0","1","9","0","1","7","1","4.35","Mine2","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","12","0","0","1",NA,NA,NA,"1",NA,"1","9","0","1","6","1","4.35","Mine4","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1092","13","0","0","1",NA,NA,NA,NA,"1","1","9","0","1","8","1","4.35","Mine4","4",0,"2018-11-14 10:04:10","False","prod_low_0_firsttime","6"
"1095","1","0","0","1","0","0","1",NA,NA,"0","9","1","0","1","1","4.1","SatchelCharge","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","2","0","0","1",NA,"1",NA,NA,NA,"0","9","1","1","3","0","4.1","BlackPowder","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","3","0","0","1","1",NA,NA,NA,NA,"0","9","1","1","2","0","4.1","BlackPowder","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","4","0","1","1",NA,NA,"0",NA,NA,"0","9","1","1","4","0","4.1","Dynamite","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","5","0","2","1","0","0","1",NA,NA,"0","9","1","1","1","0","4.1","TNTbarrel","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","6","0","0","1",NA,NA,NA,NA,NA,"0","9","1","2","12",NA,"4.1","SatchelCharge","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","7","0","2","1",NA,NA,NA,NA,NA,"0","9","1","1","11",NA,"4.1","SatchelCharge","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","8","0","0","1","0","0","1",NA,NA,"0","9","1","2","1","0","4.1","TNTbarrel","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","9","0","1","1",NA,NA,NA,NA,NA,"0","9","1","1","9",NA,"4.1","TNTbarrel","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","10","0","0","1",NA,NA,NA,"0",NA,"0","9","1","1","5","0","4.1","Mine1","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","11","0","0","1",NA,NA,NA,NA,"0","0","9","1","1","7","0","4.1","BlackPowder","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","12","0","0","1",NA,NA,NA,"1",NA,"0","9","1","1","6","1","4.1","Mine4","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1095","13","0","0","1",NA,NA,NA,NA,"1","0","9","1","1","8","1","4.1","Mine4","3",0,"2018-11-14 10:15:23","False","prod_low_0_firsttime","7"
"1096","1","0","0","1","0","0","1",NA,NA,"0","9","1","0","1","0","3.32","TNTbarrel","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","2","0","0","1",NA,NA,NA,NA,NA,"0","9","1","1","9",NA,"3.32","TNTbarrel","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","3","0","0","1",NA,"1",NA,NA,NA,"0","9","1","1","3","0","3.32","BlackPowder","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","4","0","1","1","0","0","1",NA,NA,"0","9","1","1","1","0","3.32","TNTbarrel","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","5","0","2","1","0","0","1",NA,NA,"0","9","1","1","1","0","3.32","TNTbarrel","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","6","0","0","1",NA,NA,"0",NA,NA,"0","9","1","2","4","0","3.32","Dynamite","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","7","0","2","1",NA,NA,NA,NA,NA,"0","9","1","1","11",NA,"3.32","SatchelCharge","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","8","0","0","1",NA,NA,NA,NA,NA,"0","9","1","2","12",NA,"3.32","SatchelCharge","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","9","0","1","1","1",NA,NA,NA,NA,"0","9","1","1","2","0","3.32","BlackPowder","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","10","0","0","1",NA,NA,NA,"0",NA,"0","9","1","1","5","0","3.32","Mine1","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","11","0","0","1",NA,NA,NA,NA,"0","0","9","1","1","7","1","3.32","Mine1","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","12","0","0","1",NA,NA,NA,"1",NA,"0","9","1","1","6","1","3.32","Mine4","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1096","13","0","0","1",NA,NA,NA,NA,"1","0","9","1","1","8","0","3.32","BlackPowder","5",0,"2018-11-14 10:12:46","False","prod_low_0_firsttime","7"
"1098","1","0","0","1","0","0","1",NA,NA,"0","9","1","0","1","0","4.28","TNTbarrel","5",0,"2018-11-14 20:30:34","True","prod_low_0_replay","7"
"1098","2","0","0","1",NA,"1",NA,NA,NA,"0","9","1","1","3","1","4.28","RDX","5",0,"2018-11-14 20:30:34","True","prod_low_0_replay","7"
"1098","3","0","0","1",NA,NA,NA,NA,NA,"0","9","1","1","11",NA,"4.28","SatchelCharge","5",0,"2018-11-14 20:30:34","True","prod_low_0_replay","7"
"1098","4","0","1","1","0","0","1",NA,NA,"0","9","1","1","1","0","4.28","TNTbarrel","5",0,"2018-11-14 20:30:34","True","prod_low_0_replay","7"
"1098","5","0","2","1",NA,NA,NA,NA,NA,"0","9","1","1","12",NA,"4.28","SatchelCharge","5",0,"2018-11-14 20:30:34","True","prod_low_0_replay","7"
