"session","round","playerid","alterid","previouslytie","nowtie","playeraction","alteraction","other_d","action_num","break_tie","make_tie","state","CC","DD","player_empanel_id","alter_empanel_id"
"e1.5_2017-09-06",1,"16hkBHE1","HDIRa6VS",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",1,"16hkBHE1","S9a33uXU",1,1,"C","C",0,0,0,0,"CC",1,0,"4198730040_78419_01","4191195351_5107_01"
"e1.5_2017-09-06",1,"16hkBHE1","VJyZMbUX",1,0,"C","D",1,1,1,0,"CD",0,0,"4198730040_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",1,"16hkBHE1","ZZXk3eCC",0,1,"C","C",0,1,0,1,"CC",1,0,"4198730040_78419_01","4183007714_78419_01"
"e1.5_2017-09-06",1,"1RCOHcfE","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"111400_3992_01","4198730040_78419_01"
"e1.5_2017-09-06",1,"1RCOHcfE","4MEMPAHc",0,1,"C","C",0,1,0,1,"CC",1,0,"111400_3992_01","4148905031_78419_01"
"e1.5_2017-09-06",1,"1RCOHcfE","S9a33uXU",0,1,"C","C",0,1,0,1,"CC",1,0,"111400_3992_01","4191195351_5107_01"
"e1.5_2017-09-06",1,"1RCOHcfE","uaj5qefo",0,1,"C","C",0,1,0,1,"CC",1,0,"111400_3992_01","4209514667_78419_01"
"experiment-1.9-viscous-03_43.csv",1,"1ucCQt8J","dJVfxpxw",1,1,"C","C",0,0,0,0,"CC",1,0,"4135953552_78419_01","4198729964_78419_01"
"e1.2_2017-08-24",1,"2eCW1FlE","8xSP33VT",0,1,"C","C",0,1,0,1,"CC",1,0,"4142230532_78419_01","063329_S02_02"
"e1.2_2017-08-24",1,"2eCW1FlE","gtw6tUet",1,1,"C","C",0,0,0,0,"CC",1,0,"4142230532_78419_01","1682633998_78419_01"
"e1.2_2017-08-24",1,"2eCW1FlE","Kku9ydao",0,1,"C","C",0,1,0,1,"CC",1,0,"4142230532_78419_01","113402_3992_01"
"e1.2_2017-08-24",1,"2eCW1FlE","RqcdeZA7",0,1,"C","C",0,1,0,1,"CC",1,0,"4142230532_78419_01","81614639_23694_01"
"e1.2_2017-08-24",1,"2eCW1FlE","SJ4dRWlS",0,0,"C","C",0,0,0,0,"CC",1,0,"4142230532_78419_01","4098587119_78419_01"
"e1.2_2017-08-24",1,"2eCW1FlE","YsqB1Gnw",0,0,"C","D",1,0,0,0,"CD",0,0,"4142230532_78419_01","070133_S02_01"
"e1.1_2017-09-03",1,"2Jq2iaa0","7MDqjRqy",0,1,"C","C",0,1,0,1,"CC",1,0,"4182985182_78419_01","4142237231_78419_01"
"e1.1_2017-09-03",1,"2Jq2iaa0","GfRDSs32",0,1,"C","C",0,1,0,1,"CC",1,0,"4182985182_78419_01","84031624_23694_01"
"e1.5_2017-09-06",1,"2Ls5Rpdm","L3XqYDJz",0,1,"C","C",0,1,0,1,"CC",1,0,"4198746100_78419_01","008751_S01_HH"
"e1.5_2017-09-06",1,"2Ls5Rpdm","LYgovvuG",0,1,"C","C",0,1,0,1,"CC",1,0,"4198746100_78419_01","028085_S01_HH"
"e1.5_2017-09-06",1,"2Ls5Rpdm","VJyZMbUX",0,1,"C","D",1,1,0,1,"CD",0,0,"4198746100_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",1,"2Ls5Rpdm","Xu1iETkg",0,1,"C","C",0,1,0,1,"CC",1,0,"4198746100_78419_01","4198746872_78419_01"
"e1.5_2017-09-06",1,"2Ls5Rpdm","ZZXk3eCC",0,1,"C","C",0,1,0,1,"CC",1,0,"4198746100_78419_01","4183007714_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","77ZxWPnT",0,1,"C","C",0,1,0,1,"CC",1,0,"4128102259_78419_01","1740626002_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","FlwTRkr7",0,1,"C","C",0,1,0,1,"CC",1,0,"4128102259_78419_01","077404_S02_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","iB4UpCoH",0,0,"C","C",0,0,0,0,"CC",1,0,"4128102259_78419_01","84099320_23694_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","NxR25KvE",0,1,"C","C",0,1,0,1,"CC",1,0,"4128102259_78419_01","4210171130_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","OReMOWzo",1,0,"C","D",1,1,1,0,"CD",0,0,"4128102259_78419_01","4142224906_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","Q9i4RgWN",0,1,"C","C",0,1,0,1,"CC",1,0,"4128102259_78419_01","4014781643_78914_01"
"experiment-1.1-fluid-01_41.csv",1,"3OrzlVz6","v3VOYiPV",0,1,"C","C",0,1,0,1,"CC",1,0,"4128102259_78419_01","1855226703_78419_01"
"e1.5_2017-09-06",1,"4MEMPAHc","VJyZMbUX",1,1,"C","D",1,0,0,0,"CD",0,0,"4148905031_78419_01","4210177559_78419_01"
"e1.5_2017-09-06",1,"4MEMPAHc","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"4148905031_78419_01","4183007714_78419_01"
"e1.2_2017-08-24",1,"5Dc9pgMR","8xSP33VT",0,1,"C","C",0,1,0,1,"CC",1,0,"1869079206_78419_01","063329_S02_02"
"e1.2_2017-08-24",1,"5Dc9pgMR","gtw6tUet",1,1,"C","C",0,0,0,0,"CC",1,0,"1869079206_78419_01","1682633998_78419_01"
"e1.2_2017-08-24",1,"5Dc9pgMR","Kku9ydao",0,1,"C","C",0,1,0,1,"CC",1,0,"1869079206_78419_01","113402_3992_01"
"e1.2_2017-08-24",1,"5Dc9pgMR","PilybGdJ",0,0,"C","C",0,0,0,0,"CC",1,0,"1869079206_78419_01","4224793505_78419_01"
"e1.2_2017-08-24",1,"5Dc9pgMR","SFeJujX1",0,1,"C","C",0,1,0,1,"CC",1,0,"1869079206_78419_01","4191252744_5107_01"
"e1.2_2017-08-24",1,"5Dc9pgMR","xA3rMUGc",0,1,"C","C",0,1,0,1,"CC",1,0,"1869079206_78419_01","4224782522_78419_01"
"e1.2_2017-08-24",1,"5Dc9pgMR","YsqB1Gnw",0,0,"C","D",1,0,0,0,"CD",0,0,"1869079206_78419_01","070133_S02_01"
"experiment-1.1-fluid-03_43.csv",1,"5mUXA5bH","JYqrE2i9",0,1,"D","C",0,1,0,1,"DC",0,0,"059621_S02_02","144365_3992_01"
"e1.5_2017-09-06",1,"6eq39r0t","16hkBHE1",0,1,"C","C",0,1,0,1,"CC",1,0,"1590401214_78419_01","4198730040_78419_01"
"e1.5_2017-09-06",1,"6eq39r0t","1RCOHcfE",1,1,"C","C",0,0,0,0,"CC",1,0,"1590401214_78419_01","111400_3992_01"
"e1.5_2017-09-06",1,"6eq39r0t","7tq3tbUd",0,1,"C","D",1,1,0,1,"CD",0,0,"1590401214_78419_01","1586698951_78419_01"
"e1.5_2017-09-06",1,"6eq39r0t","ctPYgH2O",0,1,"C","C",0,1,0,1,"CC",1,0,"1590401214_78419_01","4209524955_78419_01"
"e1.5_2017-09-06",1,"6eq39r0t","HDIRa6VS",0,1,"C","C",0,1,0,1,"CC",1,0,"1590401214_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",1,"6eq39r0t","Xu1iETkg",0,1,"C","C",0,1,0,1,"CC",1,0,"1590401214_78419_01","4198746872_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"77ZxWPnT","9zzCwzgh",0,1,"C","C",0,1,0,1,"CC",1,0,"1740626002_78419_01","4183001962_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"77ZxWPnT","NxR25KvE",0,1,"C","C",0,1,0,1,"CC",1,0,"1740626002_78419_01","4210171130_78419_01"
"e1.1_2017-09-03",1,"7MDqjRqy","GfRDSs32",0,1,"C","C",0,1,0,1,"CC",1,0,"4142237231_78419_01","84031624_23694_01"
"e1.1_2017-09-03",1,"7MDqjRqy","HgL5wQXl",0,1,"C","C",0,1,0,1,"CC",1,0,"4142237231_78419_01","4198723823_78419_01"
"e1.1_2017-09-03",1,"7MDqjRqy","jTcyevlw",0,1,"C","C",0,1,0,1,"CC",1,0,"4142237231_78419_01","4083364193_78914_01"
"experiment-1.9-viscous-03_43.csv",1,"7o4oXVjV","lONpXxVX",1,1,"D","C",0,0,0,0,"DC",0,0,"4209509867_78419_01","4198723463_78419_01"
"experiment-1.9-viscous-03_43.csv",1,"7o4oXVjV","srnHGSbb",0,1,"D","C",0,1,0,1,"DC",0,0,"4209509867_78419_01","4205983416_78419_01"
"e1.5_2017-09-06",1,"7tq3tbUd","2Ls5Rpdm",0,1,"D","C",0,1,0,1,"DC",0,0,"1586698951_78419_01","4198746100_78419_01"
"e1.5_2017-09-06",1,"7tq3tbUd","4MEMPAHc",1,1,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",1,"7tq3tbUd","LYgovvuG",0,0,"D","C",0,0,0,0,"DC",0,0,"1586698951_78419_01","028085_S01_HH"
"e1.2_2017-08-24",1,"8xSP33VT","BTEQAhN9",1,1,"C","D",1,0,0,0,"CD",0,0,"063329_S02_02","4141905319_78419_01"
"e1.2_2017-08-24",1,"8xSP33VT","SFeJujX1",0,0,"C","C",0,0,0,0,"CC",1,0,"063329_S02_02","4191252744_5107_01"
"experiment-1.1-fluid-01_41.csv",1,"9zzCwzgh","v3VOYiPV",0,0,"C","C",0,0,0,0,"CC",1,0,"4183001962_78419_01","1855226703_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"9zzCwzgh","YU0ujkMc",0,1,"C","C",0,1,0,1,"CC",1,0,"4183001962_78419_01","4141903968_78419_01"
"experiment-1.1-fluid-03_43.csv",1,"A9JZ1kn5","d7wEKgsC",0,1,"C","C",0,1,0,1,"CC",1,0,"4142230299_78419_01","157472_3992_01"
"experiment-1.9-viscous-03_43.csv",1,"acxGxCoK","gYzKkoom",0,1,"C","C",0,1,0,1,"CC",1,0,"1828041859_78419_01","900498_3992_01"
"e1.5_2017-09-06",1,"Aosqpm7K","HDIRa6VS",0,0,"C","C",0,0,0,0,"CC",1,0,"4198745311_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",1,"Aosqpm7K","S9a33uXU",0,1,"C","C",0,1,0,1,"CC",1,0,"4198745311_78419_01","4191195351_5107_01"
"e1.5_2017-09-06",1,"Aosqpm7K","Xu1iETkg",0,1,"C","C",0,1,0,1,"CC",1,0,"4198745311_78419_01","4198746872_78419_01"
"e1.5_2017-09-06",1,"Aosqpm7K","ZZXk3eCC",1,0,"C","C",0,1,1,0,"CC",1,0,"4198745311_78419_01","4183007714_78419_01"
"e1.8_2017-09-17",1,"b3pCCPJi","S2AgJ1pT",0,1,"C","C",0,1,0,1,"CC",1,0,"4142196852_78419_01","143881_3992_01"
"experiment-1.1-fluid-01_41.csv",1,"B7EELhMS","9zzCwzgh",0,0,"C","C",0,0,0,0,"CC",1,0,"4206003429_78419_01","4183001962_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"B7EELhMS","iB4UpCoH",0,0,"C","C",0,0,0,0,"CC",1,0,"4206003429_78419_01","84099320_23694_01"
"experiment-1.1-fluid-01_41.csv",1,"B7EELhMS","IEEr3afx",0,0,"C","C",0,0,0,0,"CC",1,0,"4206003429_78419_01","4224790013_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"B7EELhMS","OReMOWzo",0,1,"C","D",1,1,0,1,"CD",0,0,"4206003429_78419_01","4142224906_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"B7EELhMS","QDp3ovL3",0,0,"C","C",0,0,0,0,"CC",1,0,"4206003429_78419_01","4182979840_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"B7EELhMS","WYtjZQsH",0,0,"C","C",0,0,0,0,"CC",1,0,"4206003429_78419_01","93110829_23694_01"
"e1.2_2017-08-24",1,"BTEQAhN9","gtw6tUet",0,0,"D","C",0,0,0,0,"DC",0,0,"4141905319_78419_01","1682633998_78419_01"
"e1.2_2017-08-24",1,"BTEQAhN9","Kku9ydao",0,0,"D","C",0,0,0,0,"DC",0,0,"4141905319_78419_01","113402_3992_01"
"e1.2_2017-08-24",1,"BTEQAhN9","PilybGdJ",1,1,"D","C",0,0,0,0,"DC",0,0,"4141905319_78419_01","4224793505_78419_01"
"e1.2_2017-08-24",1,"BTEQAhN9","raYY3tzu",0,0,"D","C",0,0,0,0,"DC",0,0,"4141905319_78419_01","4224781187_78419_01"
"e1.2_2017-08-24",1,"BTEQAhN9","RqcdeZA7",0,0,"D","C",0,0,0,0,"DC",0,0,"4141905319_78419_01","81614639_23694_01"
"e1.2_2017-08-24",1,"BTEQAhN9","xqyUXbmR",0,0,"D","C",0,0,0,0,"DC",0,0,"4141905319_78419_01","1796202230_78419_01"
"e1.2_2017-08-24",1,"BTEQAhN9","YsqB1Gnw",0,0,"D","D",1,0,0,0,"DD",0,1,"4141905319_78419_01","070133_S02_01"
"e1.5_2017-09-06",1,"c6i3AAwk","LYgovvuG",1,1,"C","C",0,0,0,0,"CC",1,0,"4198734039_78419_01","028085_S01_HH"
"e1.5_2017-09-06",1,"c6i3AAwk","OmtdCXCq",1,1,"C","C",0,0,0,0,"CC",1,0,"4198734039_78419_01","4224774627_78419_01"
"e1.5_2017-09-06",1,"c6i3AAwk","Xu1iETkg",1,1,"C","C",0,0,0,0,"CC",1,0,"4198734039_78419_01","4198746872_78419_01"
"e1.8_2017-09-17",1,"CDitEj5Y","E1MjVql9",0,1,"C","C",0,1,0,1,"CC",1,0,"4210176701_78419_01","4210170720_78419_01"
"e1.8_2017-09-17",1,"CDitEj5Y","S2AgJ1pT",0,1,"C","C",0,1,0,1,"CC",1,0,"4210176701_78419_01","143881_3992_01"
"e1.2_2017-08-24",1,"Ch87Xjrk","2eCW1FlE",1,1,"C","C",0,0,0,0,"CC",1,0,"4181632737_78419_01","4142230532_78419_01"
"e1.2_2017-08-24",1,"Ch87Xjrk","8xSP33VT",0,1,"C","C",0,1,0,1,"CC",1,0,"4181632737_78419_01","063329_S02_02"
"e1.2_2017-08-24",1,"Ch87Xjrk","Kku9ydao",0,1,"C","C",0,1,0,1,"CC",1,0,"4181632737_78419_01","113402_3992_01"
"e1.2_2017-08-24",1,"Ch87Xjrk","RqcdeZA7",1,1,"C","C",0,0,0,0,"CC",1,0,"4181632737_78419_01","81614639_23694_01"
"e1.2_2017-08-24",1,"Ch87Xjrk","SJ4dRWlS",1,1,"C","C",0,0,0,0,"CC",1,0,"4181632737_78419_01","4098587119_78419_01"
"e1.2_2017-08-24",1,"Ch87Xjrk","xA3rMUGc",1,1,"C","C",0,0,0,0,"CC",1,0,"4181632737_78419_01","4224782522_78419_01"
"e1.2_2017-08-24",1,"Ch87Xjrk","YsqB1Gnw",1,1,"C","D",1,0,0,0,"CD",0,0,"4181632737_78419_01","070133_S02_01"
"e1.5_2017-09-06",1,"ctPYgH2O","4MEMPAHc",0,1,"C","C",0,1,0,1,"CC",1,0,"4209524955_78419_01","4148905031_78419_01"
"e1.5_2017-09-06",1,"ctPYgH2O","HDIRa6VS",0,1,"C","C",0,1,0,1,"CC",1,0,"4209524955_78419_01","4135951463_78419_01"
"e1.5_2017-09-06",1,"ctPYgH2O","ZZXk3eCC",0,1,"C","C",0,1,0,1,"CC",1,0,"4209524955_78419_01","4183007714_78419_01"
"experiment-1.1-fluid-03_43.csv",1,"d7wEKgsC","JYqrE2i9",0,1,"C","C",0,1,0,1,"CC",1,0,"157472_3992_01","144365_3992_01"
"e1.8_2017-09-17",1,"dbeyNtbX","w0pqJYEi",0,1,"C","C",0,1,0,1,"CC",1,0,"087915_S02_02","4109809643_78419_01"
"e1.1_2017-09-03",1,"DiiMvoac","2Jq2iaa0",0,1,"C","C",0,1,0,1,"CC",1,0,"4198743191_78419_01","4182985182_78419_01"
"e1.1_2017-09-03",1,"DiiMvoac","7MDqjRqy",0,1,"C","C",0,1,0,1,"CC",1,0,"4198743191_78419_01","4142237231_78419_01"
"e1.1_2017-09-03",1,"DiiMvoac","qqUGu3kS",0,1,"C","C",0,1,0,1,"CC",1,0,"4198743191_78419_01","4191252363_5107_01"
"e1.1_2017-09-03",1,"DiiMvoac","xmxbvHV7",0,1,"C","C",0,1,0,1,"CC",1,0,"4198743191_78419_01","4191198844_5107_01"
"experiment-1.9-viscous-03_43.csv",1,"DJ8zBqDK","acxGxCoK",0,1,"C","C",0,1,0,1,"CC",1,0,"4210183601_78419_01","1828041859_78419_01"
"experiment-1.9-viscous-03_43.csv",1,"DmW1YT6p","gYzKkoom",0,1,"C","C",0,1,0,1,"CC",1,0,"4148885876_78419_01","900498_3992_01"
"e1.8_2017-09-17",1,"E1MjVql9","b3pCCPJi",0,1,"C","C",0,1,0,1,"CC",1,0,"4210170720_78419_01","4142196852_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"eK8nxK8h","tsXNkqxj",0,0,"D","C",0,0,0,0,"DC",0,0,"4193034320_78419_01","4083281328_78914_01"
"e1.2_2017-08-24",1,"F4ZIybcz","2eCW1FlE",0,1,"C","C",0,1,0,1,"CC",1,0,"4224811348_78419_01","4142230532_78419_01"
"e1.2_2017-08-24",1,"F4ZIybcz","8xSP33VT",1,0,"C","C",0,1,1,0,"CC",1,0,"4224811348_78419_01","063329_S02_02"
"e1.2_2017-08-24",1,"F4ZIybcz","BTEQAhN9",1,1,"C","D",1,0,0,0,"CD",0,0,"4224811348_78419_01","4141905319_78419_01"
"e1.2_2017-08-24",1,"F4ZIybcz","PilybGdJ",0,0,"C","C",0,0,0,0,"CC",1,0,"4224811348_78419_01","4224793505_78419_01"
"e1.2_2017-08-24",1,"F4ZIybcz","xA3rMUGc",1,1,"C","C",0,0,0,0,"CC",1,0,"4224811348_78419_01","4224782522_78419_01"
"e1.2_2017-08-24",1,"F4ZIybcz","xqyUXbmR",0,1,"C","C",0,1,0,1,"CC",1,0,"4224811348_78419_01","1796202230_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"fgcHkh83","iutftQuX",0,1,"C","C",0,1,0,1,"CC",1,0,"1869095040_78419_01","4209515398_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"fgcHkh83","Q9i4RgWN",0,1,"C","C",0,1,0,1,"CC",1,0,"1869095040_78419_01","4014781643_78914_01"
"experiment-1.1-fluid-01_41.csv",1,"fgcHkh83","YU0ujkMc",0,1,"C","C",0,1,0,1,"CC",1,0,"1869095040_78419_01","4141903968_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"FlwTRkr7","gqkTSJ1Q",0,1,"C","C",0,1,0,1,"CC",1,0,"077404_S02_01","4141881257_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"FlwTRkr7","iB4UpCoH",1,1,"C","C",0,0,0,0,"CC",1,0,"077404_S02_01","84099320_23694_01"
"experiment-1.1-fluid-01_41.csv",1,"FlwTRkr7","NxR25KvE",0,1,"C","C",0,1,0,1,"CC",1,0,"077404_S02_01","4210171130_78419_01"
"experiment-1.1-fluid-03_43.csv",1,"FXGFOau2","5mUXA5bH",0,0,"C","D",1,0,0,0,"CD",0,0,"4210181487_78419_01","059621_S02_02"
"experiment-1.1-fluid-03_43.csv",1,"FXGFOau2","JYqrE2i9",0,1,"C","C",0,1,0,1,"CC",1,0,"4210181487_78419_01","144365_3992_01"
"experiment-1.1-fluid-03_43.csv",1,"FXGFOau2","nQqxye9N",0,1,"C","C",0,1,0,1,"CC",1,0,"4210181487_78419_01","4206005428_78419_01"
"e1.1_2017-09-03",1,"GfRDSs32","DiiMvoac",0,1,"C","C",0,1,0,1,"CC",1,0,"84031624_23694_01","4198743191_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"gqkTSJ1Q","iB4UpCoH",0,1,"C","C",0,1,0,1,"CC",1,0,"4141881257_78419_01","84099320_23694_01"
"experiment-1.1-fluid-01_41.csv",1,"gqkTSJ1Q","IEEr3afx",0,0,"C","C",0,0,0,0,"CC",1,0,"4141881257_78419_01","4224790013_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"gqkTSJ1Q","NxR25KvE",1,1,"C","C",0,0,0,0,"CC",1,0,"4141881257_78419_01","4210171130_78419_01"
"e1.2_2017-08-24",1,"gtw6tUet","Ch87Xjrk",1,1,"C","C",0,0,0,0,"CC",1,0,"1682633998_78419_01","4181632737_78419_01"
"e1.2_2017-08-24",1,"gtw6tUet","Kku9ydao",0,1,"C","C",0,1,0,1,"CC",1,0,"1682633998_78419_01","113402_3992_01"
"e1.2_2017-08-24",1,"gtw6tUet","xqyUXbmR",0,0,"C","C",0,0,0,0,"CC",1,0,"1682633998_78419_01","1796202230_78419_01"
"e1.2_2017-08-24",1,"gtw6tUet","YsqB1Gnw",0,0,"C","D",1,0,0,0,"CD",0,0,"1682633998_78419_01","070133_S02_01"
"e1.5_2017-09-06",1,"Gvw2kAUr","16hkBHE1",0,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","4198730040_78419_01"
"e1.5_2017-09-06",1,"Gvw2kAUr","2Ls5Rpdm",0,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","4198746100_78419_01"
"e1.5_2017-09-06",1,"Gvw2kAUr","4MEMPAHc",0,0,"C","C",0,0,0,0,"CC",1,0,"006297_S01_HH","4148905031_78419_01"
"e1.5_2017-09-06",1,"Gvw2kAUr","6eq39r0t",0,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","1590401214_78419_01"
"e1.5_2017-09-06",1,"Gvw2kAUr","LYgovvuG",0,1,"C","C",0,1,0,1,"CC",1,0,"006297_S01_HH","028085_S01_HH"
"e1.5_2017-09-06",1,"HDIRa6VS","4MEMPAHc",0,1,"C","C",0,1,0,1,"CC",1,0,"4135951463_78419_01","4148905031_78419_01"
"e1.1_2017-09-03",1,"HgL5wQXl","tLntXonO",1,1,"C","C",0,0,0,0,"CC",1,0,"4198723823_78419_01","4182955498_78419_01"
"e1.1_2017-09-03",1,"HgL5wQXl","xmxbvHV7",0,0,"C","C",0,0,0,0,"CC",1,0,"4198723823_78419_01","4191198844_5107_01"
"experiment-1.1-fluid-03_43.csv",1,"iaZLjw7S","JYqrE2i9",0,0,"C","C",0,0,0,0,"CC",1,0,"4224782098_78419_01","144365_3992_01"
"experiment-1.1-fluid-03_43.csv",1,"iaZLjw7S","nQqxye9N",0,0,"C","C",0,0,0,0,"CC",1,0,"4224782098_78419_01","4206005428_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"iB4UpCoH","IEEr3afx",0,0,"C","C",0,0,0,0,"CC",1,0,"84099320_23694_01","4224790013_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"IEEr3afx","iutftQuX",0,0,"C","C",0,0,0,0,"CC",1,0,"4224790013_78419_01","4209515398_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"IEEr3afx","rCehqC4Z",1,1,"C","D",1,0,0,0,"CD",0,0,"4224790013_78419_01","4222261761_78419_01"
"e1.1_2017-09-03",1,"ioIMkkv3","7MDqjRqy",0,1,"C","C",0,1,0,1,"CC",1,0,"1869068229_78419_01","4142237231_78419_01"
"e1.1_2017-09-03",1,"ioIMkkv3","mn9JA7Xk",0,1,"C","C",0,1,0,1,"CC",1,0,"1869068229_78419_01","1686963147_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"iutftQuX","77ZxWPnT",0,1,"C","C",0,1,0,1,"CC",1,0,"4209515398_78419_01","1740626002_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"iutftQuX","9zzCwzgh",0,1,"C","C",0,1,0,1,"CC",1,0,"4209515398_78419_01","4183001962_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"iutftQuX","jXMcJe7k",0,1,"C","C",0,1,0,1,"CC",1,0,"4209515398_78419_01","4198735100_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"iutftQuX","OccYhLaw",0,1,"C","C",0,1,0,1,"CC",1,0,"4209515398_78419_01","4209524779_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"iutftQuX","WYtjZQsH",1,1,"C","C",0,0,0,0,"CC",1,0,"4209515398_78419_01","93110829_23694_01"
"e1.8_2017-09-17",1,"jLzegXH6","S2AgJ1pT",0,1,"C","C",0,1,0,1,"CC",1,0,"4210178541_78419_01","143881_3992_01"
"e1.1_2017-09-03",1,"jTcyevlw","HgL5wQXl",0,1,"C","C",0,1,0,1,"CC",1,0,"4083364193_78914_01","4198723823_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"ju7eWJ5D","3OrzlVz6",1,1,"C","C",0,0,0,0,"CC",1,0,"4198696732_78419_01","4128102259_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"ju7eWJ5D","iB4UpCoH",0,1,"C","C",0,1,0,1,"CC",1,0,"4198696732_78419_01","84099320_23694_01"
"experiment-1.1-fluid-01_41.csv",1,"ju7eWJ5D","iutftQuX",0,1,"C","C",0,1,0,1,"CC",1,0,"4198696732_78419_01","4209515398_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"ju7eWJ5D","NxR25KvE",0,1,"C","C",0,1,0,1,"CC",1,0,"4198696732_78419_01","4210171130_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"ju7eWJ5D","WYtjZQsH",0,1,"C","C",0,1,0,1,"CC",1,0,"4198696732_78419_01","93110829_23694_01"
"e1.1_2017-09-03",1,"JxdStep4","jTcyevlw",0,1,"C","C",0,1,0,1,"CC",1,0,"4210175671_78419_01","4083364193_78914_01"
"e1.1_2017-09-03",1,"JxdStep4","xmxbvHV7",0,1,"C","C",0,1,0,1,"CC",1,0,"4210175671_78419_01","4191198844_5107_01"
"experiment-1.1-fluid-01_41.csv",1,"jXMcJe7k","9zzCwzgh",0,1,"C","C",0,1,0,1,"CC",1,0,"4198735100_78419_01","4183001962_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"jXMcJe7k","IEEr3afx",0,1,"C","C",0,1,0,1,"CC",1,0,"4198735100_78419_01","4224790013_78419_01"
"experiment-1.1-fluid-01_41.csv",1,"jXMcJe7k","tsXNkqxj",1,1,"C","C",0,0,0,0,"CC",1,0,"4198735100_78419_01","4083281328_78914_01"
"experiment-1.1-fluid-01_41.csv",1,"jXMcJe7k","YU0ujkMc",0,1,"C","C",0,1,0,1,"CC",1,0,"4198735100_78419_01","4141903968_78419_01"
"e1.2_2017-08-24",1,"Kku9ydao","8xSP33VT",1,1,"C","C",0,0,0,0,"CC",1,0,"113402_3992_01","063329_S02_02"
"e1.2_2017-08-24",1,"Kku9ydao","V8er8tZD",1,1,"C","C",0,0,0,0,"CC",1,0,"113402_3992_01","4109808109_78419_01"
"e1.5_2017-09-06",1,"L3XqYDJz","16hkBHE1",1,1,"C","C",0,0,0,0,"CC",1,0,"008751_S01_HH","4198730040_78419_01"
"e1.5_2017-09-06",1,"L3XqYDJz","7tq3tbUd",1,0,"C","D",1,1,1,0,"CD",0,0,"008751_S01_HH","1586698951_78419_01"
"e1.5_2017-09-06",1,"L3XqYDJz","ZZXk3eCC",1,1,"C","C",0,0,0,0,"CC",1,0,"008751_S01_HH","4183007714_78419_01"
"experiment-1.9-viscous-03_43.csv",1,"L6YKYnXh","acxGxCoK",0,1,"C","C",0,1,0,1,"CC",1,0,"4183004116_78419_01","1828041859_78419_01"
"e1.8_2017-09-17",1,"Lr3wZh88","b3pCCPJi",1,1,"C","C",0,0,0,0,"CC",1,0,"061301_S02_02","4142196852_78419_01"
"e1.5_2017-09-06",1,"LYgovvuG","Aosqpm7K",1,1,"C","C",0,0,0,0,"CC",1,0,"028085_S01_HH","4198745311_78419_01"
