"round","pid","action","group_size","previous_decision","num_neighbors","session","condition","fluid_dummy","empanel_id"
5,"ZZXk3eCC",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
6,"16hkBHE1",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
6,"1RCOHcfE",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
6,"2Ls5Rpdm",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
6,"4MEMPAHc",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
6,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
6,"7tq3tbUd",0,21,1,7,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
6,"Aosqpm7K",1,21,0,14,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
6,"c6i3AAwk",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
6,"ctPYgH2O",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
6,"Gvw2kAUr",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
6,"HDIRa6VS",0,21,1,14,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
6,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
6,"LYgovvuG",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
6,"OmtdCXCq",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
6,"QqZJQqSV",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
6,"S9a33uXU",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
6,"uaj5qefo",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
6,"uXJWcSH5",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
6,"VJyZMbUX",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
6,"Xu1iETkg",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
6,"ZZXk3eCC",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
7,"16hkBHE1",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
7,"1RCOHcfE",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
7,"2Ls5Rpdm",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
7,"4MEMPAHc",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
7,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
7,"7tq3tbUd",1,21,0,6,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
7,"Aosqpm7K",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
7,"c6i3AAwk",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
7,"ctPYgH2O",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
7,"Gvw2kAUr",0,21,1,17,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
7,"HDIRa6VS",1,21,0,13,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
7,"L3XqYDJz",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
7,"LYgovvuG",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
7,"OmtdCXCq",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
7,"QqZJQqSV",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
7,"S9a33uXU",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
7,"uaj5qefo",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
7,"uXJWcSH5",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
7,"VJyZMbUX",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
7,"Xu1iETkg",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
7,"ZZXk3eCC",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
8,"16hkBHE1",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
8,"1RCOHcfE",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
8,"2Ls5Rpdm",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
8,"4MEMPAHc",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
8,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
8,"7tq3tbUd",0,21,1,10,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
8,"Aosqpm7K",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
8,"c6i3AAwk",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
8,"ctPYgH2O",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
8,"Gvw2kAUr",1,21,0,16,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
8,"HDIRa6VS",0,21,1,14,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
8,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
8,"LYgovvuG",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
8,"OmtdCXCq",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
8,"QqZJQqSV",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
8,"S9a33uXU",0,21,1,18,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
8,"uaj5qefo",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
8,"uXJWcSH5",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
8,"VJyZMbUX",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
8,"Xu1iETkg",1,21,1,14,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
8,"ZZXk3eCC",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
9,"16hkBHE1",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
9,"1RCOHcfE",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
9,"2Ls5Rpdm",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
9,"4MEMPAHc",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
9,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
9,"7tq3tbUd",0,21,0,11,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
9,"Aosqpm7K",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
9,"c6i3AAwk",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
9,"ctPYgH2O",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
9,"Gvw2kAUr",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
9,"HDIRa6VS",0,21,0,15,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
9,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
9,"LYgovvuG",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
9,"OmtdCXCq",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
9,"QqZJQqSV",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
9,"S9a33uXU",1,21,0,17,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
9,"uaj5qefo",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
9,"uXJWcSH5",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
9,"VJyZMbUX",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
9,"Xu1iETkg",1,21,1,13,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
9,"ZZXk3eCC",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
10,"16hkBHE1",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
10,"1RCOHcfE",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
10,"2Ls5Rpdm",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
10,"4MEMPAHc",0,21,1,20,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
10,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
10,"7tq3tbUd",0,21,0,11,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
10,"Aosqpm7K",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
10,"c6i3AAwk",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
10,"ctPYgH2O",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
10,"Gvw2kAUr",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
10,"HDIRa6VS",0,21,0,15,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
10,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
10,"LYgovvuG",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
10,"OmtdCXCq",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
10,"QqZJQqSV",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
10,"S9a33uXU",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
10,"uaj5qefo",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
10,"uXJWcSH5",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
10,"VJyZMbUX",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
10,"Xu1iETkg",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
10,"ZZXk3eCC",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
11,"16hkBHE1",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
11,"1RCOHcfE",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
11,"2Ls5Rpdm",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
11,"4MEMPAHc",1,21,0,16,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
11,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
11,"7tq3tbUd",0,21,0,11,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
11,"Aosqpm7K",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
11,"c6i3AAwk",1,21,1,15,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
11,"ctPYgH2O",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
11,"Gvw2kAUr",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
11,"HDIRa6VS",1,21,0,14,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
11,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
11,"LYgovvuG",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
11,"OmtdCXCq",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
11,"QqZJQqSV",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
11,"S9a33uXU",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
11,"uaj5qefo",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
11,"uXJWcSH5",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
11,"VJyZMbUX",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
11,"Xu1iETkg",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
11,"ZZXk3eCC",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
12,"16hkBHE1",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
12,"1RCOHcfE",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
12,"2Ls5Rpdm",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
12,"4MEMPAHc",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
12,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
12,"7tq3tbUd",0,21,0,10,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
12,"Aosqpm7K",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
12,"c6i3AAwk",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
12,"ctPYgH2O",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
12,"Gvw2kAUr",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
12,"HDIRa6VS",1,21,1,16,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
12,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
12,"LYgovvuG",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
12,"OmtdCXCq",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
12,"QqZJQqSV",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
12,"S9a33uXU",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
12,"uaj5qefo",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
12,"uXJWcSH5",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
12,"VJyZMbUX",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
12,"Xu1iETkg",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
12,"ZZXk3eCC",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
13,"16hkBHE1",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
13,"1RCOHcfE",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
13,"2Ls5Rpdm",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
13,"4MEMPAHc",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
13,"6eq39r0t",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
13,"7tq3tbUd",0,21,0,9,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
13,"Aosqpm7K",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
13,"c6i3AAwk",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
13,"ctPYgH2O",1,21,1,17,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
13,"Gvw2kAUr",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
13,"HDIRa6VS",0,21,1,17,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
13,"L3XqYDJz",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
13,"LYgovvuG",1,21,1,20,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
13,"OmtdCXCq",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
13,"QqZJQqSV",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
13,"S9a33uXU",0,21,1,19,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
13,"uaj5qefo",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
13,"uXJWcSH5",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
13,"VJyZMbUX",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4210177559_78419_01"
13,"Xu1iETkg",1,21,1,18,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
13,"ZZXk3eCC",1,21,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
14,"16hkBHE1",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
14,"1RCOHcfE",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
14,"2Ls5Rpdm",1,20,1,16,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
14,"4MEMPAHc",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
14,"6eq39r0t",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
14,"7tq3tbUd",1,20,0,8,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
14,"Aosqpm7K",1,20,1,16,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
14,"c6i3AAwk",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
14,"ctPYgH2O",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
14,"Gvw2kAUr",0,20,1,18,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
14,"HDIRa6VS",1,20,0,14,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
14,"L3XqYDJz",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
14,"LYgovvuG",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
14,"OmtdCXCq",1,20,1,16,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
14,"QqZJQqSV",1,20,1,20,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
14,"S9a33uXU",1,20,0,14,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
14,"uaj5qefo",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
14,"uXJWcSH5",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
14,"Xu1iETkg",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
14,"ZZXk3eCC",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
15,"16hkBHE1",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"4198730040_78419_01"
15,"1RCOHcfE",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"111400_3992_01"
15,"2Ls5Rpdm",1,20,1,15,"e1.5_2017-09-06","Fluid",1,"4198746100_78419_01"
15,"4MEMPAHc",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4148905031_78419_01"
15,"6eq39r0t",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"1590401214_78419_01"
15,"7tq3tbUd",0,20,1,10,"e1.5_2017-09-06","Fluid",1,"1586698951_78419_01"
15,"Aosqpm7K",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4198745311_78419_01"
15,"c6i3AAwk",1,20,1,20,"e1.5_2017-09-06","Fluid",1,"4198734039_78419_01"
15,"ctPYgH2O",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"4209524955_78419_01"
15,"Gvw2kAUr",1,20,0,17,"e1.5_2017-09-06","Fluid",1,"006297_S01_HH"
15,"HDIRa6VS",0,20,1,18,"e1.5_2017-09-06","Fluid",1,"4135951463_78419_01"
15,"L3XqYDJz",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"008751_S01_HH"
15,"LYgovvuG",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"028085_S01_HH"
15,"OmtdCXCq",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"4224774627_78419_01"
15,"QqZJQqSV",1,20,1,20,"e1.5_2017-09-06","Fluid",1,"1104441209_23694_01"
15,"S9a33uXU",1,20,1,15,"e1.5_2017-09-06","Fluid",1,"4191195351_5107_01"
15,"uaj5qefo",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4209514667_78419_01"
15,"uXJWcSH5",1,20,1,17,"e1.5_2017-09-06","Fluid",1,"025702_S01_HH"
15,"Xu1iETkg",1,20,1,18,"e1.5_2017-09-06","Fluid",1,"4198746872_78419_01"
15,"ZZXk3eCC",1,20,1,19,"e1.5_2017-09-06","Fluid",1,"4183007714_78419_01"
1,"5fEdkQPG",1,11,,4,"e1.6_2017-09-07","Static",0,"4222250775_78419_01"
1,"9Hp1BYfO",1,11,,1,"e1.6_2017-09-07","Static",0,"1590406379_78419_01"
1,"hBbqBxNW",1,11,,3,"e1.6_2017-09-07","Static",0,"4222262517_78419_01"
1,"NazHAhes",1,11,,3,"e1.6_2017-09-07","Static",0,"4210188230_78419_01"
1,"NnBttzzc",1,11,,1,"e1.6_2017-09-07","Static",0,"4182916071_78419_01"
1,"PDbvxhQc",0,11,,3,"e1.6_2017-09-07","Static",0,"121889_3992_01"
1,"sMnHmfw8",1,11,,2,"e1.6_2017-09-07","Static",0,"1890035601_78419_01"
1,"VT33WV9Z",1,11,,5,"e1.6_2017-09-07","Static",0,"4182997487_78419_01"
1,"wornupgN",1,11,,3,"e1.6_2017-09-07","Static",0,"4182937142_78419_01"
1,"z1B8b3UP",1,11,,2,"e1.6_2017-09-07","Static",0,"1976098278_78419_01"
1,"ZXp0Nf1O",1,11,,1,"e1.6_2017-09-07","Static",0,"4222265576_78419_01"
2,"5fEdkQPG",1,11,1,4,"e1.6_2017-09-07","Static",0,"4222250775_78419_01"
2,"9Hp1BYfO",1,11,1,1,"e1.6_2017-09-07","Static",0,"1590406379_78419_01"
2,"hBbqBxNW",1,11,1,3,"e1.6_2017-09-07","Static",0,"4222262517_78419_01"
2,"NazHAhes",1,11,1,3,"e1.6_2017-09-07","Static",0,"4210188230_78419_01"
2,"NnBttzzc",1,11,1,1,"e1.6_2017-09-07","Static",0,"4182916071_78419_01"
2,"PDbvxhQc",0,11,0,3,"e1.6_2017-09-07","Static",0,"121889_3992_01"
2,"sMnHmfw8",1,11,1,2,"e1.6_2017-09-07","Static",0,"1890035601_78419_01"
2,"VT33WV9Z",0,11,1,5,"e1.6_2017-09-07","Static",0,"4182997487_78419_01"
2,"wornupgN",0,11,1,3,"e1.6_2017-09-07","Static",0,"4182937142_78419_01"
2,"z1B8b3UP",1,11,1,2,"e1.6_2017-09-07","Static",0,"1976098278_78419_01"
2,"ZXp0Nf1O",1,11,1,1,"e1.6_2017-09-07","Static",0,"4222265576_78419_01"
1,"b3pCCPJi",1,10,,2,"e1.8_2017-09-17","Fluid",1,"4142196852_78419_01"
1,"CDitEj5Y",1,10,,1,"e1.8_2017-09-17","Fluid",1,"4210176701_78419_01"
1,"dbeyNtbX",1,10,,3,"e1.8_2017-09-17","Fluid",1,"087915_S02_02"
1,"E1MjVql9",1,10,,3,"e1.8_2017-09-17","Fluid",1,"4210170720_78419_01"
1,"jLzegXH6",1,10,,1,"e1.8_2017-09-17","Fluid",1,"4210178541_78419_01"
1,"Lr3wZh88",1,10,,5,"e1.8_2017-09-17","Fluid",1,"061301_S02_02"
1,"OSo4hIty",1,10,,1,"e1.8_2017-09-17","Fluid",1,"4206014237_78419_01"
1,"S2AgJ1pT",1,10,,4,"e1.8_2017-09-17","Fluid",1,"143881_3992_01"
1,"w0pqJYEi",1,10,,2,"e1.8_2017-09-17","Fluid",1,"4109809643_78419_01"
1,"wU4n9hI1",1,10,,2,"e1.8_2017-09-17","Fluid",1,"4198699806_78419_01"
2,"b3pCCPJi",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4142196852_78419_01"
2,"CDitEj5Y",1,11,1,3,"e1.8_2017-09-17","Fluid",1,"4210176701_78419_01"
2,"dbeyNtbX",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"087915_S02_02"
2,"E1MjVql9",1,11,1,7,"e1.8_2017-09-17","Fluid",1,"4210170720_78419_01"
2,"jLzegXH6",1,11,1,2,"e1.8_2017-09-17","Fluid",1,"4210178541_78419_01"
2,"Lr3wZh88",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"061301_S02_02"
2,"OSo4hIty",1,11,1,2,"e1.8_2017-09-17","Fluid",1,"4206014237_78419_01"
2,"S2AgJ1pT",1,11,1,7,"e1.8_2017-09-17","Fluid",1,"143881_3992_01"
2,"tqPAyJE4",1,11,,1,"e1.8_2017-09-17","Fluid",1,"4224780943_78419_01"
2,"w0pqJYEi",1,11,1,3,"e1.8_2017-09-17","Fluid",1,"4109809643_78419_01"
2,"wU4n9hI1",1,11,1,2,"e1.8_2017-09-17","Fluid",1,"4198699806_78419_01"
3,"b3pCCPJi",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4142196852_78419_01"
3,"CDitEj5Y",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"4210176701_78419_01"
3,"dbeyNtbX",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"087915_S02_02"
3,"E1MjVql9",1,11,1,8,"e1.8_2017-09-17","Fluid",1,"4210170720_78419_01"
3,"jLzegXH6",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4210178541_78419_01"
3,"Lr3wZh88",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"061301_S02_02"
3,"OSo4hIty",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4206014237_78419_01"
3,"S2AgJ1pT",1,11,1,7,"e1.8_2017-09-17","Fluid",1,"143881_3992_01"
3,"tqPAyJE4",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4224780943_78419_01"
3,"w0pqJYEi",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"4109809643_78419_01"
3,"wU4n9hI1",1,11,1,3,"e1.8_2017-09-17","Fluid",1,"4198699806_78419_01"
4,"b3pCCPJi",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"4142196852_78419_01"
4,"CDitEj5Y",1,11,1,7,"e1.8_2017-09-17","Fluid",1,"4210176701_78419_01"
4,"dbeyNtbX",1,11,1,5,"e1.8_2017-09-17","Fluid",1,"087915_S02_02"
4,"E1MjVql9",0,11,1,8,"e1.8_2017-09-17","Fluid",1,"4210170720_78419_01"
4,"jLzegXH6",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4210178541_78419_01"
4,"Lr3wZh88",1,11,1,7,"e1.8_2017-09-17","Fluid",1,"061301_S02_02"
4,"OSo4hIty",1,11,1,4,"e1.8_2017-09-17","Fluid",1,"4206014237_78419_01"
4,"S2AgJ1pT",1,11,1,7,"e1.8_2017-09-17","Fluid",1,"143881_3992_01"
