"playerid","round_num","group_coop","decision0d1c","group","condition","session","ingroup","biased","identities","empanel_id"
"4nSFdQzt",5,0,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",5,1,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",5,2,1,"2","Unbiased-4","e2.5_2017-09-07",1,0,1,"4142236355_78419_01"
"4nSFdQzt",5,3,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4rAYLpiK",5,0,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"4rAYLpiK",5,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4182991699_78419_01"
"4rAYLpiK",5,1,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"5Dc9pgMR",5,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"1869079206_78419_01"
"5fZVsRyY",5,3,1,"3","Biased-4","e2.2_2017-08-24",1,1,1,"1666766099_78419_01"
"5fZVsRyY",5,2,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"1666766099_78419_01"
"5opbRaZs",5,0,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5opbRaZs",5,1,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4210180698_78419_01"
"5opbRaZs",5,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4210180698_78419_01"
"5SzOC8Ys",5,2,1,"1","Biased-4","e2.4_2017-08-21",0,1,1,"1104966268_23694_01"
"5SzOC8Ys",5,1,1,"1","Biased-4","e2.4_2017-08-21",1,1,1,"1104966268_23694_01"
"66fX2Bg0",5,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"4222263686_78419_01"
"66fX2Bg0",5,1,0,"0","Biased-2","e2.4_2017-08-31",0,1,0,"4222263686_78419_01"
"66YrZSAn",5,0,1,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4191215279_5107_01"
"66YrZSAn",5,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4191215279_5107_01"
"6eq39r0t",5,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"1590401214_78419_01"
"7DsUVios",5,0,1,"1","Biased-2","e2.3_2017-08-28",0,1,0,"4182928698_78419_01"
"7DsUVios",5,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4182928698_78419_01"
"7JLSGlin",5,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"082300_S02_01"
"7JLSGlin",5,0,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",5,2,0,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",5,3,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7SiuC6aO",5,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4128106335_78419_01"
"7SiuC6aO",5,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4128106335_78419_01"
"8IV3mrD4",5,2,1,"2","Biased-4","e2.1_2017-08-23",1,1,1,"4141907227_78419_01"
"8QvFHvPV",5,2,1,"1","Biased-4","e2.1_2017-08-23",0,1,1,"1746281748_78419_01"
"8QvFHvPV",5,1,1,"1","Biased-4","e2.1_2017-08-23",1,1,1,"1746281748_78419_01"
"8SAdCbGE",5,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4182992005_78419_01"
"8SAdCbGE",5,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4182992005_78419_01"
"9CA7Ymru",5,2,1,"2","Biased-4","e2.1_2017-08-27",1,1,1,"4198725479_78419_01"
"9CA7Ymru",5,1,1,"2","Biased-4","e2.1_2017-08-27",0,1,1,"4198725479_78419_01"
"9NyIO22o",5,1,1,"1","Biased-2","e2.4_2017-08-28",1,1,0,"4224772465_78419_01"
"9TJO1tjc",5,2,1,"2","Biased-4","e2.4_2017-08-21",1,1,1,"4182993715_78419_01"
"9TJO1tjc",5,0,1,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"9TJO1tjc",5,1,1,"2","Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"a89vyAFL",5,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"86042049_23694_01"
"a9wxWHuc",5,0,0,"0","Biased-4","e2.1_2017-08-23",1,1,1,"4128112508_78419_01"
"ACUWdU3B",5,3,1,"3","Biased-4","e2.2_2017-08-21",1,1,1,"81544891_23694_01"
"ACUWdU3B",5,1,1,"3","Biased-4","e2.2_2017-08-21",0,1,1,"81544891_23694_01"
"ACUWdU3B",5,0,1,"3","Biased-4","e2.2_2017-08-21",0,1,1,"81544891_23694_01"
"aGLDOR3v",5,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"1975420046_78419_01"
"aGLDOR3v",5,1,1,"0","Biased-2","e2.4_2017-08-27",0,1,0,"1975420046_78419_01"
"ahzL2vxP",5,0,0,"0","Biased-2","e2.4_2017-08-28",1,1,0,"4182999905_78419_01"
"Aosqpm7K",5,3,0,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",5,1,1,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"Aosqpm7K",5,0,1,"0","Biased-4","e2.1_2017-08-24",1,1,1,"4198745311_78419_01"
"Aosqpm7K",5,2,1,"0","Biased-4","e2.1_2017-08-24",0,1,1,"4198745311_78419_01"
"aZ7ejSR5",5,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4083284137_78914_01"
"aZ7ejSR5",5,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4083284137_78914_01"
"b3pCCPJi",5,1,1,"0","Unbiased-2","e2.6_2017-09-09",0,0,0,"4142196852_78419_01"
"b3pCCPJi",5,0,1,"0","Unbiased-2","e2.6_2017-09-09",1,0,0,"4142196852_78419_01"
"BTfBuNtB",5,3,1,"3","Biased-4","e2.1_2017-09-01",1,1,1,"4069202132_78914_01"
"BTfBuNtB",5,0,1,"3","Biased-4","e2.1_2017-09-01",0,1,1,"4069202132_78914_01"
"BYpYNLYZ",5,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"060507_S02_02"
"c2a1ApB4",5,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4210171182_78419_01"
"c2a1ApB4",5,0,0,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4210171182_78419_01"
"c2a1ApB4",5,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4210171182_78419_01"
"cCWpfNHl",5,0,0,"1","Biased-2","e2.4_2017-08-27",0,1,0,"088523_S02_01"
"cCWpfNHl",5,1,0,"1","Biased-2","e2.4_2017-08-27",1,1,0,"088523_S02_01"
"CDitEj5Y",5,1,1,"0","Biased-2","e2.3_2017-08-28",0,1,0,"4210176701_78419_01"
"CDitEj5Y",5,0,1,"0","Biased-2","e2.3_2017-08-28",1,1,0,"4210176701_78419_01"
"cfHDQFaB",5,2,1,"1","Biased-4","e2.1_2017-08-23",0,1,1,"4209514620_78419_01"
"cfHDQFaB",5,1,0,"1","Biased-4","e2.1_2017-08-23",1,1,1,"4209514620_78419_01"
"CSIho5fN",5,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"4175653832_92326_01"
"CSIho5fN",5,0,1,"2","Biased-4","e2.1_2017-09-03",0,1,1,"4175653832_92326_01"
"cSQt54dS",5,0,0,"1","Biased-2","e2.4_2017-08-31",0,1,0,"1724172254_78419_01"
"cSQt54dS",5,1,0,"1","Biased-2","e2.4_2017-08-31",1,1,0,"1724172254_78419_01"
"cW3Xrh7y",5,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"cW3Xrh7y",5,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4182959840_78419_01"
"cW3Xrh7y",5,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4182959840_78419_01"
"CwFE3ItX",5,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"4175653757_92326_01"
"CY6DEsRy",5,3,1,"3","Biased-4","e2.4_2017-08-21",1,1,1,"157970_3992_01"
"CY6DEsRy",5,1,1,"3","Biased-4","e2.4_2017-08-21",0,1,1,"157970_3992_01"
"D0irM1wA",5,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4175654735_92326_01"
"dbeyNtbX",5,0,1,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"087915_S02_02"
"dbeyNtbX",5,1,0,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"087915_S02_02"
"dcZXuvm5",5,1,0,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",5,2,1,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",5,0,1,"3","Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"DeKlV503",5,2,1,"2","Biased-4","e2.1_2017-08-27",1,1,1,"4198696487_78419_01"
"diPOf8ra",5,3,1,"2","Biased-4","e2.2_2017-08-24",0,1,1,"4033152806_78914_01"
"diPOf8ra",5,2,1,"2","Biased-4","e2.2_2017-08-24",1,1,1,"4033152806_78914_01"
"DJ8LGEZY",5,1,1,"1","Biased-4","e2.1_2017-09-01",1,1,1,"4224828504_78419_01"
"DJWdsL8d",5,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"072544_S02_01"
"DJWdsL8d",5,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"072544_S02_01"
"dKSCJBQ8",5,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4141908521_78419_01"
"dKSCJBQ8",5,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4141908521_78419_01"
"dKSCJBQ8",5,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4141908521_78419_01"
"Du9Kh9Zi",5,0,1,"0","Biased-2","e2.4_2017-09-01",1,1,0,"010477_S01_HH"
"dYfzbDKZ",5,3,0,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4098583988_78419_01"
"dYfzbDKZ",5,0,0,"2","Biased-4","e2.1_2017-08-24",0,1,1,"4098583988_78419_01"
"dYfzbDKZ",5,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"4098583988_78419_01"
"EALWRNpD",5,0,1,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"4224774488_78419_01"
"EALWRNpD",5,1,1,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"4224774488_78419_01"
"EAWggsx2",5,0,1,"1","Biased-2","e2.4_2017-08-28",0,1,0,"4142192439_78419_01"
"eO5jet6P",5,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"1975424113_78419_01"
"EovwaTW8",5,0,1,"0","Biased-4","e2.1_2017-08-23",1,1,1,"1696767687_78419_01"
"EovwaTW8",5,2,1,"0","Biased-4","e2.1_2017-08-23",0,1,1,"1696767687_78419_01"
"eqcJ4jve",5,3,1,"3","Biased-4","e2.4_2017-08-21",1,1,1,"4222261623_78419_01"
"EZ86FtBN",5,2,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4222260107_78419_01"
"EZ86FtBN",5,3,1,"3","Biased-4","e2.1_2017-08-24",1,1,1,"4222260107_78419_01"
"EZ86FtBN",5,0,1,"3","Biased-4","e2.1_2017-08-24",0,1,1,"4222260107_78419_01"
"EZk45OGB",5,0,1,"0","Biased-2","e2.3_2017-09-06",1,1,0,"4174336493_78419_01"
"EZk45OGB",5,1,1,"0","Biased-2","e2.3_2017-09-06",0,1,0,"4174336493_78419_01"
"eZr5Bmd3",5,2,1,"2","Biased-4","e2.1_2017-08-23",1,1,1,"4175653989_92326_01"
"eZr5Bmd3",5,1,1,"2","Biased-4","e2.1_2017-08-23",0,1,1,"4175653989_92326_01"
"eZr5Bmd3",5,0,1,"2","Biased-4","e2.1_2017-08-23",0,1,1,"4175653989_92326_01"
"f7cmoZxN",5,0,0,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"145708_3992_01"
"f7cmoZxN",5,1,0,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"145708_3992_01"
"fgcHkh83",5,0,1,"1","Biased-2","e2.3_2017-09-06",0,1,0,"1869095040_78419_01"
"fgcHkh83",5,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"1869095040_78419_01"
"fIbIygzK",5,0,1,"1","Biased-4","e2.2_2017-08-21",0,1,1,"4141912491_78419_01"
"fIbIygzK",5,3,1,"1","Biased-4","e2.2_2017-08-21",0,1,1,"4141912491_78419_01"
"fIbIygzK",5,1,1,"1","Biased-4","e2.2_2017-08-21",1,1,1,"4141912491_78419_01"
"FQdWWYbL",5,3,1,"0","Biased-4","e2.1_2017-09-01",0,1,1,"86073282_23694_01"
"FV95AWtf",5,1,1,"0","Biased-2","e2.3_2017-09-06",0,1,0,"4182978590_78419_01"
"FV95AWtf",5,0,1,"0","Biased-2","e2.3_2017-09-06",1,1,0,"4182978590_78419_01"
"fZhwr54A",5,0,1,"0","Biased-2","e2.3_2017-09-06",1,1,0,"4222260257_78419_01"
"fZhwr54A",5,1,1,"0","Biased-2","e2.3_2017-09-06",0,1,0,"4222260257_78419_01"
"ggsLbDfz",5,2,1,"2","Biased-4","e2.2_2017-08-24",1,1,1,"015419_S01_HH"
"ggsLbDfz",5,1,1,"2","Biased-4","e2.2_2017-08-24",0,1,1,"015419_S01_HH"
"gp0kahEm",5,0,1,"1","Biased-4","e2.3_2017-08-21",0,1,1,"4142203207_78419_01"
"gp0kahEm",5,1,0,"1","Biased-4","e2.3_2017-08-21",1,1,1,"4142203207_78419_01"
"GV56CWVE",5,0,1,"1","Biased-2","e2.4_2017-08-31",0,1,0,"1759047013_78419_01"
"GV56CWVE",5,1,1,"1","Biased-2","e2.4_2017-08-31",1,1,0,"1759047013_78419_01"
"Gvw2kAUr",5,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"006297_S01_HH"
"Gvw2kAUr",5,0,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"006297_S01_HH"
"H0kC41XP",5,2,0,"2","Biased-4","e2.1_2017-09-03",1,1,1,"4142214247_78419_01"
"h5yhEjIi",5,0,1,"0","Biased-4","e2.2_2017-08-21",1,1,1,"038138_S01_01"
"h5yhEjIi",5,3,1,"0","Biased-4","e2.2_2017-08-21",0,1,1,"038138_S01_01"
"h9QwRCg4",5,1,0,"0","Biased-2","e2.3_2017-09-06",0,1,0,"4210174049_78419_01"
"h9QwRCg4",5,0,1,"0","Biased-2","e2.3_2017-09-06",1,1,0,"4210174049_78419_01"
"hBbqBxNW",5,0,1,"0","Biased-2","e2.4_2017-09-01",1,1,0,"4222262517_78419_01"
"hBbqBxNW",5,1,1,"0","Biased-2","e2.4_2017-09-01",0,1,0,"4222262517_78419_01"
"hEsQGRRN",5,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4224814466_78419_01"
"hEsQGRRN",5,0,1,"1","Biased-2","e2.3_2017-08-28",0,1,0,"4224814466_78419_01"
"HgL5wQXl",5,0,1,"0","Unbiased-2","e2.6_2017-09-09",1,0,0,"4198723823_78419_01"
"HgL5wQXl",5,1,1,"0","Unbiased-2","e2.6_2017-09-09",0,0,0,"4198723823_78419_01"
"HjzenM9h",5,1,1,"0","Biased-4","e2.2_2017-08-21",0,1,1,"4191229405_5107_01"
"HjzenM9h",5,0,1,"0","Biased-4","e2.2_2017-08-21",1,1,1,"4191229405_5107_01"
"Hw6QadAx",5,1,1,"0","Biased-2","e2.3_2017-09-06",0,1,0,"4224812772_78419_01"
"Hw6QadAx",5,0,0,"0","Biased-2","e2.3_2017-09-06",1,1,0,"4224812772_78419_01"
"i7IIFMIb",5,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"4210182356_78419_01"
"i7IIFMIb",5,0,1,"1","Biased-2","e2.3_2017-08-31",0,1,0,"4210182356_78419_01"
"iCrky02j",5,1,1,"0","Biased-4","e2.3_2017-08-21",0,1,1,"4141903717_78419_01"
"iCrky02j",5,3,1,"0","Biased-4","e2.3_2017-08-21",0,1,1,"4141903717_78419_01"
"iCrky02j",5,2,1,"0","Biased-4","e2.3_2017-08-21",0,1,1,"4141903717_78419_01"
"IEEr3afx",5,2,0,"1","Biased-4","e2.2_2017-08-24",0,1,1,"4224790013_78419_01"
"IEEr3afx",5,1,1,"1","Biased-4","e2.2_2017-08-24",1,1,1,"4224790013_78419_01"
"IjV6gF7P",5,0,1,"0","Biased-4","e2.2_2017-08-21",1,1,1,"4222258798_78419_01"
"IjV6gF7P",5,1,1,"0","Biased-4","e2.2_2017-08-21",0,1,1,"4222258798_78419_01"
"ioIMkkv3",5,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"1869068229_78419_01"
"J3MbipTM",5,1,0,"1","Biased-4","e2.3_2017-08-21",1,1,1,"4128111861_78419_01"
"jC2kr3u0",5,1,1,"0","Biased-2","e2.3_2017-08-31",0,1,0,"4210176685_78419_01"
"jC2kr3u0",5,0,1,"0","Biased-2","e2.3_2017-08-31",1,1,0,"4210176685_78419_01"
"JckRZ4Su",5,1,1,"1","Biased-2","e2.3_2017-08-28",1,1,0,"4142231922_78419_01"
"JkDj57W3",5,1,1,"0","Biased-2","e2.4_2017-09-01",0,1,0,"035315_S01_HH"
"JkDj57W3",5,0,1,"0","Biased-2","e2.4_2017-09-01",1,1,0,"035315_S01_HH"
"jlkiDCUf",5,1,1,"0","Biased-2","e2.4_2017-08-27",0,1,0,"1797570488_78419_01"
"jlkiDCUf",5,0,0,"0","Biased-2","e2.4_2017-08-27",1,1,0,"1797570488_78419_01"
"jLzegXH6",5,0,0,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"4210178541_78419_01"
"jLzegXH6",5,1,1,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"4210178541_78419_01"
"jmFnOoKt",5,0,1,"0","Unbiased-4","e2.5_2017-09-07",1,0,1,"4224766527_78419_01"
"jmFnOoKt",5,1,0,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"4224766527_78419_01"
"jmFnOoKt",5,2,1,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"4224766527_78419_01"
"JnID4Q2o",5,1,1,"0","Unbiased-2","e2.6_2017-09-09",0,0,0,"4183009964_78419_01"
"JnID4Q2o",5,0,1,"0","Unbiased-2","e2.6_2017-09-09",1,0,0,"4183009964_78419_01"
"JPppFZWQ",5,0,1,"0","Biased-2","e2.3_2017-08-31",1,1,0,"4198735108_78419_01"
"JPppFZWQ",5,1,1,"0","Biased-2","e2.3_2017-08-31",0,1,0,"4198735108_78419_01"
"jTcyevlw",5,1,1,"1","Biased-2","e2.4_2017-08-27",1,1,0,"4083364193_78914_01"
"jTcyevlw",5,0,0,"1","Biased-2","e2.4_2017-08-27",0,1,0,"4083364193_78914_01"
"ju7eWJ5D",5,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"4198696732_78419_01"
"ju7eWJ5D",5,0,0,"1","Biased-2","e2.3_2017-08-31",0,1,0,"4198696732_78419_01"
"JxdStep4",5,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"4210175671_78419_01"
"jxy012QP",5,3,1,"2","Biased-4","e2.1_2017-09-03",0,1,1,"4224777765_78419_01"
"jxy012QP",5,2,1,"2","Biased-4","e2.1_2017-09-03",1,1,1,"4224777765_78419_01"
"kACbxuMS",5,1,1,"1","Unbiased-4","e2.5_2017-09-07",1,0,1,"053633_S02_01"
"kACbxuMS",5,0,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"053633_S02_01"
"kACbxuMS",5,2,1,"1","Unbiased-4","e2.5_2017-09-07",0,0,1,"053633_S02_01"
"kJ508QX4",5,2,1,"0","Biased-4","e2.1_2017-09-03",0,1,1,"147028_3992_01"
"kJ508QX4",5,0,1,"0","Biased-4","e2.1_2017-09-03",1,1,1,"147028_3992_01"
"Kpefbwlv",5,0,1,"0","Biased-2","e2.3_2017-08-31",1,1,0,"4210172616_78419_01"
"Kwi2XJew",5,1,1,"0","Biased-2","e2.4_2017-08-31",0,1,0,"1701598304_78419_01"
"Kwi2XJew",5,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"1701598304_78419_01"
"kyl98fLI",5,1,1,"1","Biased-4","e2.4_2017-08-21",1,1,1,"4175654125_92326_01"
"L97SPwct",5,1,0,"0","Biased-2","e2.3_2017-09-06",0,1,0,"1904469500_78419_01"
"L97SPwct",5,0,1,"0","Biased-2","e2.3_2017-09-06",1,1,0,"1904469500_78419_01"
"LPXST0hC",5,0,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4173231362_78419_01"
"LPXST0hC",5,3,1,"2","Biased-4","e2.1_2017-08-28",0,1,1,"4173231362_78419_01"
"LPXST0hC",5,2,1,"2","Biased-4","e2.1_2017-08-28",1,1,1,"4173231362_78419_01"
"m0nnYchF",5,3,1,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"018297_S01_HH"
"m0nnYchF",5,2,0,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"018297_S01_HH"
"m0nnYchF",5,1,0,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"018297_S01_HH"
"m0nnYchF",5,0,1,"0","Unbiased-4","e2.5_2017-09-07",1,0,1,"018297_S01_HH"
"MDbJQOVf",5,1,1,"1","Biased-4","e2.1_2017-08-28",1,1,1,"4083363247_78914_01"
"MDbJQOVf",5,2,1,"1","Biased-4","e2.1_2017-08-28",0,1,1,"4083363247_78914_01"
"MDbJQOVf",5,3,0,"1","Biased-4","e2.1_2017-08-28",0,1,1,"4083363247_78914_01"
"mn9JA7Xk",5,0,1,"0","Biased-2","e2.4_2017-08-27",1,1,0,"1686963147_78419_01"
"mn9JA7Xk",5,1,0,"0","Biased-2","e2.4_2017-08-27",0,1,0,"1686963147_78419_01"
"MNqgePjh",5,2,1,"1","Biased-4","e2.1_2017-08-28",0,1,1,"4018908883_78914_01"
"MNqgePjh",5,1,1,"1","Biased-4","e2.1_2017-08-28",1,1,1,"4018908883_78914_01"
"MpPYLTx8",5,2,0,"3","Biased-4","e2.1_2017-09-01",0,1,1,"4098573336_78419_01"
"MpPYLTx8",5,3,0,"3","Biased-4","e2.1_2017-09-01",1,1,1,"4098573336_78419_01"
"MyTwrheb",5,0,1,"0","Biased-2","e2.4_2017-08-31",1,1,0,"044749_S02_01"
"MyTwrheb",5,1,0,"0","Biased-2","e2.4_2017-08-31",0,1,0,"044749_S02_01"
"N2uHWqlz",5,1,1,"1","Biased-4","e2.1_2017-08-27",1,1,1,"4198746007_78419_01"
"n7jGHdyD",5,1,1,"0","Biased-2","e2.3_2017-08-31",0,1,0,"006536_S01_01"
"nAG0uwdt",5,0,1,"2","Biased-4","e2.1_2017-08-23",0,1,1,"4141905748_78419_01"
"nAG0uwdt",5,2,1,"2","Biased-4","e2.1_2017-08-23",1,1,1,"4141905748_78419_01"
"nmQ27e1C",5,1,0,"1","Biased-4","e2.4_2017-08-21",1,1,1,"4209526288_78419_01"
"nmQ27e1C",5,3,0,"1","Biased-4","e2.4_2017-08-21",0,1,1,"4209526288_78419_01"
"nmQ27e1C",5,2,0,"1","Biased-4","e2.4_2017-08-21",0,1,1,"4209526288_78419_01"
"nQ9GHNJp",5,0,1,"1","Unbiased-2","e2.6_2017-09-09",0,0,0,"4148901480_78419_01"
"nQ9GHNJp",5,1,1,"1","Unbiased-2","e2.6_2017-09-09",1,0,0,"4148901480_78419_01"
"nVLWjcHt",5,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4083364355_5107_01"
"nVLWjcHt",5,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4083364355_5107_01"
"NXZbh3Db",5,3,1,"3","Biased-4","e2.2_2017-08-24",1,1,1,"069622_S02_02"
"NXZbh3Db",5,2,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"069622_S02_02"
"NXZbh3Db",5,0,1,"3","Biased-4","e2.2_2017-08-24",0,1,1,"069622_S02_02"
"o3p4C0ay",5,3,1,"3","Biased-4","e2.2_2017-08-21",1,1,1,"4205997909_78419_01"
"O5c1zblg",5,0,0,"0","Biased-2","e2.3_2017-08-31",1,1,0,"4198741919_78419_01"
"O80GJs4W",5,2,1,"0","Biased-4","e2.1_2017-08-23",0,1,1,"142804_3992_02"
"O80GJs4W",5,0,1,"0","Biased-4","e2.1_2017-08-23",1,1,1,"142804_3992_02"
"O9d6fpD7",5,2,1,"2","Biased-4","e2.1_2017-08-23",1,1,1,"1696776375_78419_01"
"O9d6fpD7",5,1,1,"2","Biased-4","e2.1_2017-08-23",0,1,1,"1696776375_78419_01"
"OekAb8Fe",5,1,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198725826_78419_01"
"OekAb8Fe",5,2,0,"2","Unbiased-4","e2.5_2017-09-07",1,0,1,"4198725826_78419_01"
"OekAb8Fe",5,3,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198725826_78419_01"
"OekAb8Fe",5,0,0,"2","Unbiased-4","e2.5_2017-09-07",0,0,1,"4198725826_78419_01"
"OGBTpuSV",5,0,1,"1","Biased-2","e2.4_2017-09-01",0,1,0,"4210176607_78419_01"
"OGBTpuSV",5,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4210176607_78419_01"
"OlxN44Q7",5,2,1,"1","Biased-4","e2.1_2017-09-01",0,1,1,"128143_3992_01"
"OlxN44Q7",5,1,1,"1","Biased-4","e2.1_2017-09-01",1,1,1,"128143_3992_01"
"OmtdCXCq",5,0,1,"1","Biased-2","e2.3_2017-08-31",0,1,0,"4224774627_78419_01"
"OmtdCXCq",5,1,1,"1","Biased-2","e2.3_2017-08-31",1,1,0,"4224774627_78419_01"
"oNlAMbPd",5,1,1,"1","Biased-2","e2.3_2017-09-06",1,1,0,"4142208842_78419_01"
"oNlAMbPd",5,0,1,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4142208842_78419_01"
"OS83QMIt",5,1,1,"1","Biased-2","e2.4_2017-09-01",1,1,0,"4206005848_78419_01"
"OTER4w1T",5,0,0,"2","Biased-4","e2.1_2017-08-24",0,1,1,"1743838971_78419_01"
"OTER4w1T",5,3,1,"2","Biased-4","e2.1_2017-08-24",0,1,1,"1743838971_78419_01"
"OTER4w1T",5,2,1,"2","Biased-4","e2.1_2017-08-24",1,1,1,"1743838971_78419_01"
"oyXJ9Za4",5,2,0,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"157869_3992_01"
"oyXJ9Za4",5,3,1,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"157869_3992_01"
"oyXJ9Za4",5,1,0,"0","Unbiased-4","e2.5_2017-09-07",0,0,1,"157869_3992_01"
"oyXJ9Za4",5,0,0,"0","Unbiased-4","e2.5_2017-09-07",1,0,1,"157869_3992_01"
"p8deTL4y",5,1,1,"0","Biased-2","e2.3_2017-09-06",0,1,0,"4173230988_78419_01"
"p8deTL4y",5,0,1,"0","Biased-2","e2.3_2017-09-06",1,1,0,"4173230988_78419_01"
"PDbvxhQc",5,0,0,"0","Biased-2","e2.3_2017-08-31",1,1,0,"121889_3992_01"
"PDbvxhQc",5,1,1,"0","Biased-2","e2.3_2017-08-31",0,1,0,"121889_3992_01"
"PwGBatMI",5,3,1,"3","Biased-4","e2.1_2017-08-28",1,1,1,"097748_3992_01"
"QjQdnO40",5,0,1,"1","Biased-2","e2.3_2017-09-06",0,1,0,"4083328852_78914_01"
